#####################################################################################################
# NeXus source file: 0V_00228
# NXdata: name = img{0}_azimuthalIntegration_Px_0                  
#
#
# Exposure_msec                                     500.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           0V
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               284.2472127246412
# _sas_detc.center_eq                               697.8954865887755
# _sas_detc.dist_spec/detc                          6041.10400611
# _sas_detc.energy                                  16.000151483577387
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             0.7748938241444641
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\PhD Nika\Soleil Runs\April 2025\20250420\2025\Run2\paineau\\mask_hamon_6m_ex_apr25.txt
# Normalization                                     true
# Normalization Factor                              1.0
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           8.61894197591152e-09
# GlobalNormalization                               0.002656891710795144
# AbsTimeStamps                                     nan
# TimeStamps                                        0.8205149173736572
# gapTime                                           1000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)0V_00228{00000}_AzInt_Px_0     Sig(q)0V_00228{00000}_AzInt_Px_0   
0.011677241735526955               74327.59955536235                  284.3483764249087                  
0.011878573168273161               70366.2115176308                   273.5232359669318                  
0.012079904584541725               67260.28649159685                  261.5726247830025                  
0.012281235984053371               64379.704666329504                 257.6569598275442                  
0.012482567366528818               61480.62196431518                  249.40864403800455                 
0.012683898731688783               58290.655542621615                 239.96662973119143                 
0.012885230079253992               56016.12149775801                  232.50811208308917                 
0.013086561408945164               53035.961686152135                 226.23867160464215                 
0.013287892720483023               50830.420117565736                 219.5232602676328                  
0.013489224013588284               48431.76446338237                  212.67997334830326                 
0.013690555287981679               46044.27478469203                  203.37370880875744                 
0.013891886543383919               43944.34592703846                  200.36272218828654                 
0.014093217779515731               41913.51085028586                  192.4359808684289                  
0.014294548996097839               39563.64832279602                  187.62558877891328                 
0.01449588019285096                37554.50616084881                  179.03001459208036                 
0.01469721136949582                35806.03433656637                  173.83003825898783                 
0.01489854252575314                34165.488160926594                 169.8011231473962                  
0.015099873661343643               32528.572266133186                 164.94549047467348                 
0.015301204775988054               30479.583234198413                 157.57878855742055                 
0.015502535869407095               29364.180983219747                 153.34664574304756                 
0.015703866941321486               27701.381248451882                 148.31184453617314                 
0.01590519799145195                26050.20899321759                  143.52133186275998                 
0.016106529019519217               24737.563226326158                 138.8414854573264                  
0.01630786002524401                23141.443269411535                 132.24977439688922                 
0.01650919100834704                22255.49831298908                  130.48197852329818                 
0.016710521968549052               21042.837232909525                 125.73255517401347                 
0.01691185290557075                20060.50648744593                  121.31842245684662                 
0.01711318381913287                18607.4389416753                   115.94151303036213                 
0.017314514708956133               17647.586119724085                 112.58786138623758                 
0.01751584557476127                16553.746125432022                 108.21984861796032                 
0.017717176416268996               15445.272153357802                 105.1282750854232                  
0.017918507233200043               14652.27378606438                  100.04407585810634                 
0.018119838025275132               13842.051639521751                 97.68291494458515                  
0.01832116879221499                13130.50997555018                  94.53507374979654                  
0.018522499533740352               12249.727967366789                 91.14471753566316                  
0.018723830249571926               11280.859100173431                 86.5355120599258                   
0.01892516093943045                10480.961326658768                 82.47102835342703                  
0.01912649160303665                9977.100133729306                  80.95426608652299                  
0.019327822240111252               9250.925685909597                  77.0830183196636                   
0.019529152850374976               8480.437922849676                  73.61502346567123                  
0.01973048343354856                7841.31256956548                   70.13483175348784                  
0.019931813989352724               7357.98054511115                   67.3797571466633                   
0.020133144517508195               6767.381403564873                  65.10107679609226                  
0.020334475017735706               6328.362126976698                  62.13241021936724                  
0.020535805489755983               5781.247208393526                  59.00460723939095                  
0.02073713593328975                5351.607006925848                  56.679177575862404                 
0.02093846634805774                4948.526194767206                  54.073373589769396                 
0.02113979673378068                4491.746461372358                  51.55779630775674                  
0.021341127090179296               4178.319462785631                  49.112535131946245                 
0.021542457416974324               3769.5915569278177                 46.57722882697324                  
0.02174378771388649                3552.7648741619264                 45.08018625622882                  
0.021945117980636517               3124.2129281902508                 42.146040176734374                 
0.02214644821694514                2935.124082930557                  40.48543291353257                  
0.022347778422533094               2527.6426670151027                 38.14033576451894                  
0.022549108597121104               2326.5784718351547                 36.846359692990475                 
0.022750438740429896               2078.423898354831                  35.12675826654163                  
0.022951768852180213               1837.2252981432202                 32.870544961048545                 
0.023153098932092768               1738.7059225965997                 32.07747962149496                  
0.023354428979888316               1526.4808614133653                 30.222900008634266                 
0.023555758995287567               1375.1830325236901                 28.41626929731563                  
0.02375708897801126                1178.456283927305                  26.618614143916876                 
0.023958418927780136               1046.5469497913855                 24.67420306508342                  
0.02415974884431491                913.3996545165079                  23.268025101607925                 
0.02436107872733633                787.8511887277973                  21.643936718259056                 
0.024562408576565126               703.0584768812723                  20.39779527587918                  
0.024763738391722023               597.0647355599855                  18.69482203789971                  
0.024965068172527766               515.3308814774861                  17.381679232132328                 
0.025166397918703072               470.188239037835                   16.60292391284547                  
0.02536772762996869                407.0623489779712                  15.496598783232987                 
0.025569057306045345               350.24740822326686                 14.263177083290843                 
0.025770386946653782               280.5571879567081                  12.726332484519418                 
0.025971716551514725               258.1430554435957                  12.292526449695034                 
0.026173046120348917               240.9751786965456                  11.540618012070771                 
