<X> <Y> <dY>
2.850534573131439e-02 2.979490640208591e+00 1.363400681472759e-02
2.865380860819386e-02 3.152412753831777e+00 1.400657386904918e-02
2.880227144665114e-02 3.322282885439990e+00 1.438797530687523e-02
2.895073424648718e-02 3.564672819756318e+00 1.490360364544657e-02
2.909919700750293e-02 3.742711831243959e+00 1.507492204581620e-02
2.924765972949930e-02 3.947389686779610e+00 1.557667833030799e-02
2.939612241227725e-02 4.134412245674510e+00 1.584414915415671e-02
2.954458505563771e-02 4.337988768029176e+00 1.625924141773197e-02
2.969304765938165e-02 4.510456854993559e+00 1.649892346479598e-02
2.984151022330999e-02 4.693928202059646e+00 1.683114418882250e-02
2.998997274722367e-02 4.862266815000789e+00 1.716145239442013e-02
3.013843523092363e-02 5.037231663642099e+00 1.739377233616670e-02
3.028689767421083e-02 5.200920891127355e+00 1.748576707064273e-02
3.043536007688621e-02 5.321551842917795e+00 1.785645063006329e-02
3.058382243875071e-02 5.469068160188969e+00 1.802667355150180e-02
3.073228475960527e-02 5.565383950902718e+00 1.809873781891056e-02
3.088074703925083e-02 5.627865948712810e+00 1.826478465978319e-02
3.102920927748836e-02 5.723474666151740e+00 1.822550067077502e-02
3.117767147411878e-02 5.783420616728598e+00 1.841732286299619e-02
3.132613362894304e-02 5.836471934376993e+00 1.841524888130743e-02
3.147459574176209e-02 5.880500772224942e+00 1.844169409465532e-02
3.162305781237687e-02 5.877003914397336e+00 1.845761371554133e-02
3.177151984058834e-02 5.851851028219025e+00 1.829105393523106e-02
3.191998182619744e-02 5.865476783715533e+00 1.848249314355570e-02
3.206844376900511e-02 5.799770790980352e+00 1.810608070103589e-02
3.221690566881231e-02 5.753996325273525e+00 1.800393355732189e-02
3.236536752541998e-02 5.717365362833642e+00 1.809003001682500e-02
3.251382933862906e-02 5.638966968692540e+00 1.783313846319889e-02
3.266229110824052e-02 5.560045917988991e+00 1.784965549481584e-02
3.281075283405527e-02 5.428528648692479e+00 1.735080483579642e-02
3.295921451587431e-02 5.347275700818545e+00 1.727815745227478e-02
3.310767615349856e-02 5.222067535410054e+00 1.717098047542549e-02
3.325613774672897e-02 5.074717149792141e+00 1.674796778791358e-02
3.340459929536650e-02 4.923362083538345e+00 1.650546554539332e-02
3.355306079921208e-02 4.778900885861551e+00 1.621663024474226e-02
3.370152225806669e-02 4.636761773143626e+00 1.624455912870966e-02
3.384998367173125e-02 4.454905896436951e+00 1.601438042867797e-02
3.399844504000674e-02 4.304490956943143e+00 1.586106978174745e-02
3.414690636269409e-02 4.102754450577384e+00 1.558563767125471e-02
