#####################################################################################################
# NeXus source file: noemi5saxs
# NXdata: name = img{0}_azimuthalIntegration_Px_22                 
#
#
# Exposure_msec                                     1000.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           -
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               285.110346632731
# _sas_detc.center_eq                               957.0166664324403
# _sas_detc.dist_spec/detc                          6137.21860334
# _sas_detc.energy                                  12.000513668149837
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.0331573224991384
# _sas_detc.bias                                    0
# _sas_detc.mask                                    E:\20251487\published-data\3120\2026-09-03_session3\\mask_bags_saxs_12kev_sept26.txt
# Normalization                                     true
# Normalization Factor                              0.02571
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           1.3550127803547397e-06
# GlobalNormalization                               31.483329301987705
# AbsTimeStamps                                     nan
# TimeStamps                                        1.3956758975982666
# gapTime                                           500.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)ctac1mm_00191{00000}_AzInt_Px_22         Sig(q)ctac1mm_00191{00000}_AzInt_Px_22       
0.02571439246018467                0.049771456524626057                         0.00144038366276678                          
0.025863028556537982               0.04793191278884199                          0.0014531495534285993                        
0.0260116646181307                 0.04643693714287579                          0.0014033193302519606                        
0.026160300644763053               0.04815380430883247                          0.0014280728782111445                        
0.0263089366362353                 0.04865933597466173                          0.0014336394348215765                        
0.026457572592347666               0.047624579372544884                         0.001415493695920494                         
0.026606208512900405               0.04996306603395235                          0.0014575724404502408                        
0.026754844397693756               0.048526833814480655                         0.0014102824616617751                        
0.02690348024652797                0.04452711096392158                          0.0013561731363934053                        
0.02705211605920328                0.050208627289555254                         0.0014524272727675753                        
0.027200751835519926               0.04338469517542353                          0.0013300431671807878                        
0.027349387575278168               0.0448648298101459                           0.0013595402972771482                        
0.027498023278278244               0.04625758754270946                          0.0013742572109941746                        
0.0276466589443204                 0.04608391641161304                          0.0013672886683760263                        
0.027795294573204874               0.04666083003480569                          0.0013837964996527522                        
0.027943930164731925               0.04543994847501157                          0.0013499661390973334                        
0.02809256571870178                0.04708430496932207                          0.0013741752286923696                        
0.028241201234914706               0.0459255939616952                           0.0013554510482469706                        
0.02838983671317093                0.046071574771543194                         0.001355046316810094                         
0.028538472153270714               0.046592340357852334                         0.0013609767936240643                        
0.0286871075550143                 0.04643937807176225                          0.0013553527661430858                        
0.02883574291820193                0.048969365429409856                         0.0013806517753469716                        
0.028984378242633856               0.044549402537603935                         0.0013341493541073268                        
0.029133013528110326               0.04581262544241474                          0.0013297188388281356                        
0.02928164877443159                0.045898705792737526                         0.0013424347457425252                        
0.029430283981397888               0.044539866378437154                         0.0013191569932403588                        
0.029578919148809477               0.04412304007093174                          0.0013033862010522477                        
0.029727554276466603               0.04578206896376426                          0.0013333326458658747                        
0.029876189364169515               0.04517037626873232                          0.0013116300673619082                        
