#####################################################################################################
# NeXus source file: noemi7
# NXdata: name = img{0}_azimuthalIntegration_Px_7                  
#
#
# Exposure_msec                                     1000.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           -
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               285.110346632731
# _sas_detc.center_eq                               957.0166664324403
# _sas_detc.dist_spec/detc                          6137.21860334
# _sas_detc.energy                                  12.000505731836514
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.0331580057586949
# _sas_detc.bias                                    0
# _sas_detc.mask                                    E:\20251487\published-data\3120\2026-09-03_session3\\mask_bags_saxs_12kev_sept26.txt
# Normalization                                     true
# Normalization Factor                              0.02571
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           1.2562031050617297e-06
# GlobalNormalization                               29.187515129181236
# AbsTimeStamps                                     nan
# TimeStamps                                        1.405228853225708
# gapTime                                           500.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)17_00210{00000}_AzInt_Px_7     Sig(q)17_00210{00000}_AzInt_Px_7   
0.0                                nan                                nan                                
0.0001486390049044326              nan                                nan                                
0.00029727800960908403             nan                                nan                                
0.000445917013914173               nan                                nan                                
0.0005945560176199183              nan                                nan                                
0.0007431950205265388              nan                                nan                                
0.0008918340224342532              nan                                nan                                
0.0010404730231432808              nan                                nan                                
0.0011891120224538396              875.9225084074543                  2.73907736167297                   
0.001337751020166149               821.5884988611828                  1.0829864151887905                 
0.0014863900160804278              785.4091548229896                  0.7910705369699845                 
0.0016350290099968942              742.4721168207018                  0.662258497592842                  
0.0017836680017157683              715.9568947156546                  0.6678263636640539                 
0.001932306991037268               696.3796092120199                  0.615395363175133                  
0.0020809459777616124              682.5392648941807                  0.5621464041079798                 
0.0022295849616890207              672.7754965670722                  0.543612286169793                  
0.0023782239426197124              665.2559291739166                  0.497739321674603                  
0.0025268629203539046              659.0566489287636                  0.5124053340126532                 
0.0026755018946918183              654.1757691314477                  0.46422877738694773                
0.002824140865433671               650.3683039744186                  0.4606664064145911                 
0.0029727798323796835              644.1614142655277                  0.44390481758457323                
0.003121418795330073               643.3779093114028                  0.42681719927917317                
0.0032700577540850603              641.366002915169                   0.43337271967898583                
0.0034186967084448633              639.288619539156                   0.3969562351212914                 
0.0035673356582097003              635.0919515419031                  0.3970821016905253                 
0.003715974603179794               634.9057928636613                  0.39277754251265357                
0.00386461354315536                633.4343137190727                  0.3816446939521296                 
0.00401325247793662                631.7147639314747                  0.3785939069401356                 
0.004161891407323792               629.2620881317358                  0.353015945818073                  
0.004310530331117095               628.0558222561244                  0.35788713270257433                
0.00445916924911675                626.7652410340096                  0.3523149025608443                 
0.004607808161122976               625.4982446085129                  0.344092641834009                  
0.004756447066935991               623.2651380980731                  0.3425329552803351                 
0.004905085966356017               621.9906854747207                  0.32400041907236055                
0.00505372485918327                620.6312990403122                  0.332788174887158                  
0.005202363745217974               618.5844963681086                  0.31617917498085785                
0.005351002624260346               616.4939213963903                  0.31714395855386324                
0.005499641496110608               615.8152997722593                  0.3110990574964181                 
0.005648280360568975               613.9081360561537                  0.3037288113254761                 
0.005796919217435672               612.5904286738213                  0.3095742151092886                 
0.0059455580665109175              610.3609924726699                  0.2903817342497113                 
0.00609419690759493                608.5872375962172                  0.29172936302165525                
0.006242835740487932               606.1441561925091                  0.289962119993539                  
0.00639147456499014                604.7094338818616                  0.2867311653783422                 
0.006540113380901778               602.3509348443425                  0.2822778022721775                 
0.006688752188023065               600.627514507048                   0.27109744743004277                
0.0068373909861542195              599.0197255087619                  0.27829120105563676                
0.006986029775095464               596.5488101649944                  0.26826603487706097                
0.0071346685546470195              594.5322979182916                  0.26687420370216036                
0.007283307324609103               592.0575979909687                  0.26402034280052705                
0.00743194608478194                589.8911501540139                  0.25699646642560253                
0.007580584834965747               587.4333651308111                  0.2616420747889814                 
0.007729223574960747               585.080556909819                   0.24989483588957656                
0.007877862304567157               582.3373252177921                  0.2512729609366935                 
0.008026501023585205               580.3841323000446                  0.24697384949682719                
0.008175139731815108               577.7023268401884                  0.24343378519243494                
0.008323778429057087               575.2352283566576                  0.24739837937016115                
0.00847241711511136                572.4680099130179                  0.23538351888627354                
0.008621055789778157               569.2514694898454                  0.2353871992522164                 
0.00876969445285769                566.8529527423301                  0.23356745221615083                
0.008918333104150186               563.6138858239508                  0.23224772461333126                
0.009066971743455865               561.4127508543293                  0.22924652218615774                
0.009215610370574947               558.3340748271627                  0.22319457838458487                
0.009364248985307655               554.9826462418088                  0.22700150124868504                
0.009512887587454211               551.9816299055234                  0.21992579422724484                
0.00966152617681484                549.6118344560454                  0.21889408349591935                
0.009810164753189759               546.1995863360982                  0.2173854019090988                 
0.00995880331637919                542.5871086456161                  0.21088656193298116                
0.010107441866183361               540.2374493321837                  0.21813225079918944                
0.010256080402402487               536.7579002694544                  0.2063239834830666                 
0.010404718924836796               533.0760885785317                  0.20903011150756087                
0.010553357433286508               529.5360689146145                  0.20329089727871563                
0.010701995927551847               526.3458209565823                  0.2029088462522489                 
0.010850634407433035               522.6105113692786                  0.2042974281987301                 
0.01099927287273029                519.2947391400943                  0.1975272621013612                 
0.011147911323243845               515.7640195231583                  0.197723749014843                  
0.011296549758773915               512.0918896582994                  0.19382869461040708                
0.011445188179120724               508.87474120922445                 0.19342610253659057                
0.0115938265840845                 505.41005930355783                 0.19235418364047233                
0.011742464973465466               501.64678834105547                 0.1870944586677325                 
0.011891103347063838               498.196547022                      0.1897640189184541                 
0.012039741704679847               494.2553261603722                  0.18495913881385959                
0.012188380046113712               490.89282550411144                 0.18249476048636068                
0.012337018371165662               487.25439956209283                 0.1823596730635444                 
0.01248565667963592                483.5874224443385                  0.1791906971041021                 
0.012634294971324705               480.03162473183136                 0.18046462365150331                
0.012782933246032245               476.03613883009206                 0.17509229022545023                
0.012931571503558769               472.73194243691756                 0.175642954494068                  
0.013080209743704493               468.7406792836331                  0.17166075434505815                
0.013228847966269644               465.0227453642165                  0.17208734718395172                
0.013377486171054451               461.2199977129144                  0.17059141218928045                
0.013526124357859137               457.60210783309685                 0.16717280410936292                
0.013674762526483924               453.62706572314926                 0.16659369134817512                
0.013823400676729044               449.61000196282686                 0.1639622209172937                 
0.013972038808394713               445.81289984283706                 0.16500535641900888                
0.014120676921281166               442.26716175260685                 0.16080395779944143                
0.014269315015188622               438.54165777946076                 0.15877624572394475                
0.014417953089917307               434.51657674075045                 0.15993552916452625                
0.014566591145267453               430.7934910636572                  0.15684195548935964                
0.014715229181039282               426.99069494924805                 0.15667129063278282                
