#####################################################################################################
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# data-average
# AbsTimeStamps                                     nan
# TimeStamps                                        1.2991001605987549
# gapTime                                           500.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
# Input parameters:
# img{0}_AzInt_Px_464
# img{1}_AzInt_Px_465
# img{2}_AzInt_Px_466
# img{3}_AzInt_Px_467
# img{4}_AzInt_Px_468
#
#####################################################################################################
q(A-1)                             I(q)Ave_604_RN67_00483AzInt_Px     Sig(q)Ave_604_RN67_00483AzInt_Px   
0.0                                nan                                nan                                
0.00014689338978582289             nan                                nan                                
0.0002937867793788173              nan                                nan                                
0.0004406801685861551              nan                                nan                                
0.0005875735572150078              nan                                nan                                
0.000734466945072547               nan                                nan                                
0.0008813603319659446              170299.77519226138                 133.23245408788443                 
0.0010282537177023717              135853.69225506517                 72.87090546143874                  
0.0011751471020890007              107478.74747184178                 52.921744314627446                 
0.0013220404849330024              85459.7442218221                   34.08634706657351                  
0.0014689338660415494              72516.05909565437                  23.517372076316818                 
0.001615827245221813               61334.244415853595                 18.84596272214724                  
0.0017627206222809652              52804.38358859869                  16.87270624830429                  
0.0019096139970261761              46966.0518099852                   15.268118337496592                 
0.00205650736926462                42159.21775096973                  13.822466385317583                 
0.0022034007388034675              38225.163221566836                 12.000504630955323                 
0.0023502941054498903              35139.06852510468                  11.303421560653815                 
0.00249718746901106                32496.679518777517                 10.453024617636785                 
0.0026440808292941477              30453.592662178213                 9.959731797545002                  
0.0027909741861063277              28814.39695066922                  9.219680098215342                  
0.002937867539254769               27399.96037997126                  8.707627461593264                  
0.0030847608885466466              25997.784586794674                 8.371498810754435                  
0.0032316542337891296              24999.427272114335                 7.7845644077657115                 
0.003378547574789392               24078.0970288506                   7.66955695721048                   
0.003525440911354604               23226.567179381913                 7.281091806476455                  
0.0036723342432919393              22482.925730421965                 7.0363347427536596                 
0.003819227570408569               21630.25031438422                  6.692779886706305                  
0.003966120892511665               20992.242035300103                 6.528800319573984                  
0.0041130142094083985              20410.58556544246                  6.23835565817716                   
0.004259907520905947               19819.641996550155                 6.055763213576326                  
0.004406800826811476               19178.2229981925                   5.887697707513944                  
0.0045536941269321615              18666.25730042549                  5.72641710805024                   
0.004700587421075174               18201.751182506392                 5.458889251010076                  
0.004847480709047686               17721.101998683782                 5.400487090335253                  
0.004994373990656874               17262.13440370381                  5.195132552383446                  
0.005141267265709907               16756.50030454969                  5.055675000392013                  
0.005288160534013955               16331.532028539446                 4.896526544454099                  
0.0054350537953761924              15932.510187359057                 4.791557202383312                  
0.005581947049603794               15551.05723704991                  4.701463501835044                  
0.005728840296503931               15088.304248413822                 4.48075077425039                   
0.005875733535883777               14703.159367450211                 4.432634557046297                  
0.006022626767550501               14333.386380942165                 4.251215217481935                  
0.006169519991311281               13966.835793342936                 4.196504809741643                  
0.006316413206973287               13615.212608123917                 4.102196658393018                  
0.0064633064143436916              13226.365398611091                 3.980746372070231                  
0.006610199613229671               12884.525865132728                 3.8918669487876465                 
0.006757092803438396               12543.068829613292                 3.7697448838923515                 
0.0069039859847770365              12215.207435322089                 3.706744082231251                  
0.007050879157052775               11852.129088688887                 3.574899621908685                  
0.007197772320072774               11526.292686433668                 3.495413057603789                  
0.007344665473644211               11217.949077452868                 3.47196143595698                   
0.007491558617574263               10907.987975500007                 3.3386914152943574                 
0.007638451751670097               10598.919335319919                 3.2540429956750527                 
0.0077853448757388925              10276.606499883579                 3.1689439449753265                 
0.007932237989587821               9979.370201714353                  3.0986647321695076                 
0.008079131093024057               9689.713403601829                  3.039368026023176                  
0.008226024185854768               9408.36288057907                   2.954655617133871                  
0.008372917267887137               9123.055586070639                  2.8966463831787315                 
0.008519810338928333               8834.242020659436                  2.8134340817588126                 
0.008666703398785528               8562.994298315645                  2.7541671342912126                 
0.008813596447265907               8295.656793772028                  2.6695589477586585                 
0.00896048948417663                8035.136561279183                  2.623705392818397                  
0.009107382509324882               7764.505983402698                  2.5411358069860834                 
0.009254275522517827               7511.852565021036                  2.482995634602802                  
0.00940116852356265                7266.361364621817                  2.4325278661555876                 
0.00954806151226652                7029.826833200122                  2.368068038904033                  
0.009694954488436613               6797.0378211291                    2.3051267403535265                 
0.009841847451880105               6545.275741385536                  2.2535975775570263                 
0.009988740402404167               6319.056939339187                  2.192654538703098                  
0.010135633339815977               6095.893376651079                  2.156213412710927                  
0.010282526263922707               5880.140028645474                  2.0727027173818544                 
0.010429419174531539               5657.8627841985135                 2.0379172162301336                 
0.010576312071449642               5449.407311676143                  1.95686003447382                   
0.010723204954484193               5245.47561980712                   1.9285825763831803                 
0.010870097823442365               5048.776752076789                  1.8835545887078182                 
0.01101699067813134                4855.551525454181                  1.8267484774588596                 
0.01116388351835829                4663.05432114496                   1.7862502843128858                 
0.011310776343930387               4481.7064098258                    1.7194823354998796                 
0.01145766915465481                4302.431854406042                  1.6936972242030162                 
0.01160456195033874                4128.302135197866                  1.64337644722461                   
0.011751454730789345               3956.4740424923148                 1.5922437350481933                 
0.011898347495813807               3795.110350961695                  1.5626415697989373                 
0.012045240245219295               3637.611129373786                  1.5023053893487197                 
0.012192132978812997               3482.729823079311                  1.4714357587868645                 
0.012339025696402078               3331.1109707864175                 1.4277410267092534                 
0.012485918397793718               3186.959480098795                  1.3790758508134655                 
0.012632811082795107               3050.1018614334034                 1.3661935153753344                 
0.012779703751213404               2917.3607762044803                 1.304602670961226                  
0.012926596402855789               2787.0856580295413                 1.2823386476509897                 
0.013073489037529449               2662.2000402683725                 1.2381865157354537                 
0.013220381655041554               2539.8742371582302                 1.1973384037762058                 
0.01336727425519928                2425.3715441925165                 1.1764256901312655                 
0.013514166837809807               2312.9910626751807                 1.1274481112763597                 
0.013661059402680318               2205.9588352446785                 1.1098657053257976                 
0.013807951949617979               2104.9113288623093                 1.0708452278510023                 
