#####################################################################################################
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# data-average
# AbsTimeStamps                                     nan
# TimeStamps                                        1.3756871223449707
# gapTime                                           2000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
# Input parameters:
# img{0}_AzInt_Px_56
# img{1}_AzInt_Px_57
# img{2}_AzInt_Px_58
# img{3}_AzInt_Px_59
# img{4}_AzInt_Px_60
#
#####################################################################################################
q(A-1)                             I(q)Ave_93_air_00010AzInt_Px       Sig(q)Ave_93_air_00010AzInt_Px     
0.0                                nan                                nan                                
0.0001484665654979606              nan                                nan                                
0.000296933130796833               nan                                nan                                
0.00044539969569752885             nan                                nan                                
0.0005938662600009603              nan                                nan                                
0.0007423328235080391              nan                                nan                                
0.0008907993860196767              nan                                nan                                
0.0010392659473367853              14405.097831443743                 44.5198082362548                   
0.0011877325072602765              8181.938415588003                  15.005055793846429                 
0.001336199065591062               5350.534911598465                  7.525262110416992                  
0.0014846656221300543              3875.7636790645715                 5.60078588605708                   
0.0016331321766781647              3047.1447818959577                 3.9775725360136844                 
0.0017815987290363056              2322.1717024853906                 3.3192721913502665                 
0.0019300652790053877              1811.8538725361964                 2.769583856429674                  
0.0020785318263863237              1412.8456528011948                 2.292137587602053                  
0.0022269983709800266              1137.238621536459                  2.056455952532075                  
0.0023754649125874066              923.1587200377095                  1.6894782624773867                 
0.002523931451009377               772.978360482218                   1.5726934642222055                 
0.002672397986046849               647.2457636145082                  1.3345785446077536                 
0.002820864517500735               544.1086502313029                  1.1885004727420507                 
0.0029693310451719464              467.52270333501804                 1.0965260373327816                 
0.0031177975688613966              408.6041280911356                  0.9761569045969327                 
0.0032662640883699967              357.4922657479946                  0.8979724672560436                 
0.0034147306034986585              316.3623210675852                  0.8214987364919895                 
0.0035631971140482953              279.8590942317895                  0.752505254744058                  
0.0037116636198198188              250.96155849518414                 0.6998478744071014                 
0.0038601301206141426              223.8510227233929                  0.6324535777116979                 
0.004008596616232176               201.71333327117264                 0.6063010252308043                 
0.004157063106474832               182.17190805973405                 0.5597452467022361                 
0.004305529591143026               166.15889862971386                 0.521695255801472                  
0.004453996070037668               149.1694133956932                  0.4928400729525505                 
0.004602462542959671               134.96314327869726                 0.44927108206210586                
0.0047509290097099465              122.88932507047477                 0.4263933238643567                 
0.004899395470089409               110.75083915327177                 0.39635352863304024                
0.00504786192389897                100.94125741297616                 0.3755007079356615                 
0.005196328370939541               91.65742139025262                  0.35336068840940255                
0.005344794811012039               83.45608507708043                  0.3275912983434287                 
0.0054932612439173726              77.33506404541689                  0.31388561684858585                
0.005641727669456453               70.14193197872984                  0.2928918381028903                 
0.005790194087430197               65.05205868085099                  0.2808197582639971                 
0.005938660497639517               60.332908709034015                 0.2635655617971499                 
0.006087126899885323               54.80956758206287                  0.25173808481863535                
0.0062355932939685355              50.233848804951506                 0.2360922096646289                 
0.0063840596796900595              45.83268808616923                  0.2210994399494126                 
0.006532526056850811               41.998175377107366                 0.20962698675712196                
0.006680992425251704               38.46011950764391                  0.19984476318842903                
0.00682945878469365                36.08177097237042                  0.19284040550980233                
0.006977925134977566               33.4627658279976                   0.18006617850803325                
0.007126391475904363               30.85343194362677                  0.17351472059696885                
0.007274857807274953               28.357564870252286                 0.16236697503382216                
0.007423324128890249               25.99047731306184                  0.15414644272837433                
0.007571790440551173               24.468273972715252                 0.14981357382251398                
0.007720256742058629               22.63095706566021                  0.1412807852731761                 
0.007868723033213537               21.422763634562532                 0.1374582219526824                 
0.008017189313816805               19.456961720469412                 0.12874964303427577                
0.00816565558366935                18.17102499719861                  0.12235618784505493                
0.008314121842572091               17.119677810278535                 0.11858680109506028                
0.008462588090325933               16.159073047183345                 0.11303922386455131                
0.008611054326731796               15.317921954684971                 0.11134493809925802                
0.008759520551590594               14.081843786035785                 0.10403915843932551                
0.008907986764703241               13.499912326789328                 0.10158354064522943                
0.009056452965870649               12.622325828279143                 0.09728497418031257                
0.009204919154893739               11.760781485286627                 0.09253003865132521                
0.009353385331573419               11.243907047940997                 0.09132338767777193                
0.009501851495710607               10.669726005687963                 0.08699046404873205                
0.009650317647106216               10.297571808266564                 0.08502264633647216                
0.009798783785561161               9.707426799942333                  0.0819257855093069                 
0.009947249910876362               9.290741390423385                  0.07915978583282762                
0.010095716022852726               8.882087455154773                  0.07778149618786456                
0.010244182121291178               8.621045995874244                  0.07488921730176618                
0.010392648205992625               8.136814361259487                  0.07363106000117751                
0.010541114276757984               7.894076566232359                  0.07099403813183593                
0.010689580333388174               7.469871042701359                  0.06827283430895424                
0.010838046375684111               7.2318858725326525                 0.06763795972875425                
0.010986512403446703               7.034069114251698                  0.06529562783615443                
0.01113497841647688                6.699201088777862                  0.06421976269827302                
0.011283444414575544               6.406612566084711                  0.061773627857852634               
0.011431910397543614               6.25229543020578                   0.06037555445438146                
0.011580376365182016               5.935246869165327                  0.059522355761589575               
0.011728842317291654               5.702667523523553                  0.05694133291131649                
0.011877308253673455               5.573470218362159                  0.05623460597377263                
0.012025774174128331               5.256941103361579                  0.05411481498722022                
0.012174240078457193               5.153449119933462                  0.05330996321057999                
0.012322705966460968               5.087004512942069                  0.05323278844035547                
0.01247117183794057                4.908662714634296                  0.05106546008648125                
0.01261963769269691                4.754800438379458                  0.050503033245585124               
0.012768103530530912               4.599708736812326                  0.04886951455388885                
0.01291656935124349                4.535281341733048                  0.04880316183470523                
0.013065035154635564               4.344973162131764                  0.047407548564859764               
0.01321350094050805                4.2236410449719495                 0.04605356214699588                
0.013361966708661868               4.106539975949448                  0.0455355631832762                 
0.013510432458897936               4.074284519089988                  0.044905415140472874               
0.013658898191017161               3.8376160078927137                 0.043660047821271565               
0.013807363904820477               3.7725529710891808                 0.04263929164598339                
0.013955829600108794               3.6312537434658445                 0.04179657489046262                
0.014104295276683032               3.597057839998839                  0.04156296822516088                
0.014252760934344114               3.464773954478127                  0.04040570296606015                
0.014401226572892951               3.476400560428476                  0.04013131978457439                
0.014549692192130467               3.3385708303105894                 0.0389684029493365                 
0.014698157791857583               3.1664431700140216                 0.038236048244366425               
0.01484662337187521                3.153953544807095                  0.0378132785815196                 
0.014995088931984278               3.1508286950153894                 0.03745682168708346                
0.015143554471985694               2.948940857513123                  0.036062052717387036               
0.015292019991680388               2.979827430590339                  0.03607740565000163                
0.01544048549086928                2.9224461875039203                 0.03575677441870057                
