<X> <Y> <dY>
8.813602216919226e-04 -4.079596190462586e+01 2.740130301944891e+00
1.028253589049351e-03 -4.194528566998802e+01 1.492956143804213e+00
1.175146955056984e-03 -1.846353024874293e+01 1.134928109007270e+00
1.322040319521992e-03 -1.471640346070804e+01 6.964035861572458e-01
1.468933682251548e-03 -1.154388458734142e+01 5.051400750360747e-01
1.615827043052824e-03 -7.477323391388027e+00 3.561352793984955e-01
1.762720401732992e-03 -4.872450332655776e+00 3.085998150948382e-01
1.909613758099223e-03 -4.561192373901346e+00 2.645065758832655e-01
2.056507111958691e-03 -3.200651295300583e+00 2.229526817593728e-01
2.203400463118568e-03 -2.294618579355564e+00 1.958905012282110e-01
2.350293811386024e-03 -2.156173175844623e+00 1.643227787162516e-01
2.497187156568232e-03 -1.614409800076904e+00 1.477593826097569e-01
2.644080498472365e-03 -1.162562029121091e+00 1.291282158174649e-01
2.790973836905595e-03 -9.252309847403211e-01 1.137013384838303e-01
2.937867171675094e-03 -8.044849558991125e-01 1.050610324207190e-01
3.084760502588034e-03 -6.402124860593400e-01 9.310458938020155e-02
3.231653829451588e-03 -4.865804302381445e-01 8.518036929029742e-02
3.378547152072927e-03 -4.797207602158408e-01 7.805637070302700e-02
3.525440470259224e-03 -4.262532997634861e-01 7.040600776994559e-02
3.672333783817651e-03 -3.922883947944011e-01 6.565596151261369e-02
3.819227092555382e-03 -3.800235806374676e-01 5.913190417804532e-02
3.966120396279587e-03 -1.948226047059183e-01 5.648009647528900e-02
4.113013694797441e-03 -2.596554461421466e-01 5.103361148516656e-02
4.259906987916115e-03 -1.134064881939797e-01 4.727052441840432e-02
4.406800275442781e-03 -2.099886864965506e-01 4.465426082984799e-02
4.553693557184614e-03 -1.596246948253424e-01 4.126046727487474e-02
4.700586832948783e-03 -1.660351681232893e-01 3.861432306240109e-02
4.847480102542463e-03 -9.197696824138284e-02 3.594467144640429e-02
4.994373365772829e-03 -1.030538607535091e-01 3.400105218813333e-02
5.141266622447048e-03 -4.812765976530330e-02 3.198063009414006e-02
5.288159872372297e-03 -5.466799422468682e-02 2.960691802666942e-02
5.435053115355749e-03 -5.879776947023341e-02 2.823963717616023e-02
5.581946351204576e-03 -5.360790950277722e-02 2.661525934132697e-02
5.728839579725948e-03 -4.791315352727703e-02 2.484229651826705e-02
5.875732800727044e-03 -4.720587910534919e-02 2.371405169538224e-02
6.022626014015034e-03 -8.633157351762573e-02 2.245974000428199e-02
6.169519219397089e-03 -2.872312734044630e-02 2.131448207477607e-02
6.316412416680385e-03 -7.410208238397603e-02 2.036404715982248e-02
6.463305605672094e-03 -4.766214161474912e-02 1.909693540029948e-02
6.610198786179393e-03 -2.958664233954432e-02 1.814737895557135e-02
6.757091958009447e-03 -4.309567804190465e-02 1.722143518168670e-02
6.903985120969439e-03 -3.638798207203115e-02 1.644864617802531e-02
7.050878274866538e-03 -5.894277702319985e-02 1.580337084988202e-02
7.197771419507919e-03 -2.990104991712511e-02 1.481809981135038e-02
7.344664554700750e-03 -2.496004343729358e-02 1.426636472060200e-02
7.491557680252214e-03 -1.317741398655986e-02 1.377311122364077e-02
7.638450795969478e-03 -8.709925923679390e-03 1.304283731703787e-02
7.785343901659718e-03 -1.151746613551410e-02 1.256471701354411e-02
7.932236997130110e-03 -2.738978130515926e-02 1.189875184013575e-02
8.079130082187821e-03 -1.136937430342486e-02 1.154109023781560e-02
8.226023156640037e-03 -1.361543003201832e-02 1.108306626959089e-02
8.372916220293923e-03 -2.718509468514327e-03 1.049545581489779e-02
8.519809272956652e-03 -9.403280031334964e-03 1.016095141175969e-02
8.666702314435403e-03 -2.377785827346142e-02 9.765293119632331e-03
8.813595344537354e-03 -4.090098913102708e-03 9.440441682440771e-03
8.960488363069672e-03 -1.168008898996866e-02 9.083652264382715e-03
9.107381369839535e-03 -1.173565471758979e-02 8.619545171320350e-03
9.254274364654119e-03 -2.588587240381936e-02 8.411087719782707e-03
9.401167347320593e-03 -4.214511292181784e-03 8.069602317448679e-03
9.548060317646137e-03 -1.493997070360631e-02 7.862955769594662e-03
9.694953275437929e-03 -1.110937127963634e-02 7.580529929201166e-03
