<X> <Y> <dY>
8.813602216919226e-04 -8.133289749348098e+01 2.729878650979937e+00
1.028253589049351e-03 -7.134592460196596e+01 1.487501094845097e+00
1.175146955056984e-03 -3.716419398397526e+01 1.131136879411729e+00
1.322040319521992e-03 -2.705910557603733e+01 6.943752189369624e-01
1.468933682251548e-03 -1.912232153557104e+01 5.040090635629102e-01
1.615827043052824e-03 -1.270319711672802e+01 3.554289463782285e-01
1.762720401732992e-03 -9.129288858257187e+00 3.079568916253924e-01
1.909613758099223e-03 -7.660623049293406e+00 2.640065949480556e-01
2.056507111958691e-03 -5.405247388281166e+00 2.225867953062541e-01
2.203400463118568e-03 -3.158264897078158e+00 1.957502475877806e-01
2.350293811386024e-03 -3.322484789939010e+00 1.641145006660457e-01
2.497187156568232e-03 -2.341450658840907e+00 1.476225332304043e-01
2.644080498472365e-03 -2.047502125090526e+00 1.289478162096112e-01
2.790973836905595e-03 -1.632343467545727e+00 1.135518915521019e-01
2.937867171675094e-03 -1.373796001003524e+00 1.049315403955264e-01
3.084760502588034e-03 -9.475386916952938e-01 9.303643334218600e-02
3.231653829451588e-03 -8.872574979020803e-01 8.508218230529160e-02
3.378547152072927e-03 -7.943756371636821e-01 7.797638561099619e-02
3.525440470259224e-03 -6.614678411519407e-01 7.034575790284101e-02
3.672333783817651e-03 -4.952222114816567e-01 6.563202531491732e-02
3.819227092555382e-03 -4.438033185248090e-01 5.911879941959532e-02
3.966120396279587e-03 -3.544254100665890e-01 5.643302155576126e-02
4.113013694797441e-03 -4.350593642624577e-01 5.098019876532603e-02
4.259906987916115e-03 -2.581035862409268e-01 4.722503283942692e-02
4.406800275442781e-03 -3.391019549661632e-01 4.461126718645775e-02
4.553693557184614e-03 -1.906110714856833e-01 4.125352952947516e-02
4.700586832948783e-03 -2.531313910954166e-01 3.858448549645260e-02
4.847480102542463e-03 -1.727104587056594e-01 3.591607076149394e-02
4.994373365772829e-03 -1.050345097455919e-01 3.400426648159622e-02
5.141266622447048e-03 -1.382597170281200e-01 3.194459443930883e-02
5.288159872372297e-03 -1.477333240713481e-01 2.956867781117561e-02
5.435053115355749e-03 -1.050401279224053e-01 2.822135155441320e-02
5.581946351204576e-03 -7.147684762158837e-02 2.660987762500036e-02
5.728839579725948e-03 -6.835375957106932e-02 2.483524490463238e-02
5.875732800727044e-03 -7.959688050951069e-02 2.370034272954181e-02
6.022626014015034e-03 -1.149468243848852e-01 2.244736253680258e-02
6.169519219397089e-03 -7.754000463370178e-02 2.129065019241911e-02
6.316412416680385e-03 -1.114154933614021e-01 2.034562270368561e-02
6.463305605672094e-03 -5.966140928608747e-02 1.909237028436497e-02
6.610198786179393e-03 -3.705518667586161e-02 1.814516178753939e-02
6.757091958009447e-03 -6.973385966237028e-02 1.720753292047790e-02
6.903985120969439e-03 -3.739398772238168e-02 1.644997892204133e-02
7.050878274866538e-03 -5.205631167891966e-02 1.580965165078256e-02
7.197771419507919e-03 -2.084549545150564e-02 1.482572033712238e-02
7.344664554700750e-03 -3.960556317239598e-02 1.425828926758056e-02
7.491557680252214e-03 -5.239011850409160e-02 1.374772944884467e-02
7.638450795969478e-03 -1.625014728431884e-02 1.303911401935626e-02
7.785343901659718e-03 -1.765873280922370e-02 1.256179404191397e-02
7.932236997130110e-03 -3.976199667269224e-02 1.189111703126903e-02
8.079130082187821e-03 -3.221959512149320e-02 1.152669517332463e-02
8.226023156640037e-03 -2.065024874303124e-02 1.107893406870584e-02
8.372916220293923e-03 -1.153104688120271e-02 1.048982796955242e-02
8.519809272956652e-03 -8.323113437340124e-03 1.016304064202210e-02
8.666702314435403e-03 -1.905313747179998e-02 9.770345881078512e-03
8.813595344537354e-03 -5.474791361262515e-03 9.440406894428856e-03
8.960488363069672e-03 -1.559415569961372e-02 9.081370696721752e-03
9.107381369839535e-03 -1.425124185018157e-02 8.618389978284168e-03
9.254274364654119e-03 -2.383695912590154e-02 8.413931860864454e-03
9.401167347320593e-03 -1.743886891441196e-02 8.058516564531139e-03
9.548060317646137e-03 -1.404772882629172e-02 7.864727298044770e-03
9.694953275437929e-03 -1.013481482243610e-02 7.582361124279065e-03
9.841846220503138e-03 -1.958333535487172e-02 7.237538854928099e-03
9.988739152648940e-03 -1.034828902300668e-02 7.098445405812127e-03
1.013563207168251e-02 -1.577637655334853e-02 6.780497405524584e-03
1.028252497741103e-02 1.594093776311315e-03 6.543031975033572e-03
1.042941786964167e-02 -1.407115968053193e-02 6.354483747549297e-03
1.057631074818160e-02 -1.453814683952706e-02 6.165740641396416e-03
1.072320361283801e-02 -8.869359362134172e-03 6.040197619482103e-03
1.087009646341806e-02 -3.263196464801137e-03 5.717650713798684e-03
1.101698929972894e-02 -1.642570754415193e-03 5.587399234965182e-03
1.116388212157781e-02 -5.334351167081565e-03 5.451207589005010e-03
1.131077492877186e-02 -9.185514788159587e-03 5.279220141493062e-03
1.145766772111827e-02 -5.747715152028139e-03 5.156296958373951e-03
1.160456049842420e-02 2.926991316417695e-03 4.966964924671674e-03
1.175145326049683e-02 -7.753964285852984e-03 4.826475460103999e-03
1.189834600714335e-02 5.603526980183319e-03 4.698211178544827e-03
1.204523873817092e-02 -7.581001010314003e-03 4.569183859373820e-03
1.219213145338673e-02 -4.958218548451071e-03 4.421418017007368e-03
1.233902415259795e-02 -3.795205882471193e-03 4.325922450056066e-03
1.248591683561175e-02 -2.379492298738434e-03 4.226609489217870e-03
1.263280950223533e-02 -8.880381996212156e-03 4.113804418323539e-03
1.277970215227585e-02 1.418193259445772e-04 3.936641522117448e-03
1.292659478554047e-02 -1.027613292235239e-02 3.863430515619906e-03
1.307348740183641e-02 -3.224353941121256e-03 3.794987745180617e-03
1.322038000097082e-02 3.181932839755284e-03 3.684443165768229e-03
1.336727258275089e-02 3.579588366974048e-03 3.593537572861111e-03
1.351416514698378e-02 -1.953823686589031e-03 3.511467378795567e-03
1.366105769347668e-02 -3.471438081264396e-03 3.417992224131824e-03
1.380795022203677e-02 -4.895458943949347e-03 3.351323976961406e-03
1.395484273247122e-02 5.929665661539121e-03 3.245374048407660e-03
1.410173522458722e-02 1.422598709821273e-03 3.182053887739786e-03
1.424862769819194e-02 1.471043450752580e-03 3.117130737002077e-03
1.439552015309257e-02 -3.062170988016105e-03 3.043189090233368e-03
1.454241258909627e-02 1.888107593450744e-03 2.984582235161294e-03
1.468930500601023e-02 -1.434794047519992e-03 2.877345303419875e-03
1.483619740364163e-02 2.759357820676991e-03 2.823062139719335e-03
1.498308978179765e-02 1.082738506670709e-03 2.787389809734579e-03
1.512998214028546e-02 1.217914737250556e-03 2.706096402921613e-03
1.527687447891225e-02 3.090549763872526e-03 2.658485320851402e-03
1.542376679748520e-02 2.622530734662190e-03 2.607777122884282e-03
1.557065909581149e-02 1.922715174856396e-03 2.551211920942305e-03
1.571755137369829e-02 5.711243450661262e-03 2.502526739269065e-03
1.586444363095279e-02 3.297098810877766e-03 2.439193456605712e-03
1.601133586738216e-02 3.896234552446991e-03 2.409418970918922e-03
1.615822808279360e-02 -3.787645284338130e-04 2.351047242883500e-03
1.630512027699426e-02 1.430922888088977e-03 2.303386298773890e-03
1.645201244979136e-02 4.112566956011888e-03 2.248257813293710e-03
1.659890460099205e-02 5.662121235884247e-03 2.203947798068561e-03
1.674579673040351e-02 4.924270189970311e-03 2.190948824922493e-03
1.689268883783294e-02 4.075876351367740e-03 2.138662882540861e-03
1.703958092308753e-02 3.601305680467212e-03 2.105516718002534e-03
1.718647298597442e-02 6.889909789732855e-03 2.035366530094600e-03
1.733336502630083e-02 1.132453402576506e-03 2.005407227348949e-03
1.748025704387393e-02 3.822286738803811e-03 1.993744846513285e-03
1.762714903850091e-02 6.509039826438926e-03 1.948887194376587e-03
1.777404100998893e-02 3.122297227246414e-03 1.923125495807076e-03
1.792093295814520e-02 4.160687426679997e-03 1.876136519396265e-03
1.806782488277687e-02 2.598579376889341e-03 1.860994036181921e-03
1.821471678369116e-02 6.089658135288363e-03 1.829847564874328e-03
1.836160866069522e-02 6.139734567442930e-03 1.784515490773272e-03
1.850850051359626e-02 2.602639993292942e-03 1.805259770935549e-03
1.865539234220144e-02 5.939721235388486e-03 1.788176466032651e-03
1.880228414631796e-02 5.301182636024949e-03 1.752883341344380e-03
1.894917592575301e-02 4.196477569450147e-03 1.755770604716333e-03
1.909606768031375e-02 4.085769665917025e-03 1.729386758829141e-03
