<X> <Y> <dY>
8.813602216919226e-04 -6.617381018602518e+01 2.759399331333682e+00
1.028253589049351e-03 -6.582442641787071e+01 1.502414712021549e+00
1.175146955056984e-03 -3.325753919613116e+01 1.142544888905562e+00
1.322040319521992e-03 -2.425840815806734e+01 7.013562482235716e-01
1.468933682251548e-03 -1.827058722988301e+01 5.088628660711316e-01
1.615827043052824e-03 -1.196874850968593e+01 3.588688272743087e-01
1.762720401732992e-03 -8.321959732651640e+00 3.109786040798510e-01
1.909613758099223e-03 -6.539953784815530e+00 2.666797963898136e-01
2.056507111958691e-03 -5.233645668442883e+00 2.247081823732795e-01
2.203400463118568e-03 -3.056906590510059e+00 1.976128599997472e-01
2.350293811386024e-03 -2.882545480574755e+00 1.657450650554565e-01
2.497187156568232e-03 -2.212105115785201e+00 1.490396365874477e-01
2.644080498472365e-03 -1.757095922341681e+00 1.302267068963524e-01
2.790973836905595e-03 -1.508049544091058e+00 1.146498157496895e-01
2.937867171675094e-03 -1.270298881109334e+00 1.059454985376175e-01
3.084760502588034e-03 -1.004220987451562e+00 9.389807204001245e-02
3.231653829451588e-03 -8.120591514874067e-01 8.590447788387212e-02
3.378547152072927e-03 -7.063362223815658e-01 7.873645791328734e-02
3.525440470259224e-03 -4.839465007543276e-01 7.106173633204940e-02
3.672333783817651e-03 -4.253941360525132e-01 6.627299421951358e-02
3.819227092555382e-03 -3.627242070716706e-01 5.970246211680499e-02
3.966120396279587e-03 -3.149443438373407e-01 5.697904741632191e-02
4.113013694797441e-03 -3.756878908351079e-01 5.148101151433499e-02
4.259906987916115e-03 -2.053003361121793e-01 4.768984408109266e-02
4.406800275442781e-03 -2.393053412353916e-01 4.506984926570099e-02
4.553693557184614e-03 -1.778073989180787e-01 4.164796947013668e-02
4.700586832948783e-03 -1.799864816745434e-01 3.897783036369230e-02
4.847480102542463e-03 -1.559490436451691e-01 3.626198491423674e-02
4.994373365772829e-03 -1.098463525175685e-01 3.432344372466087e-02
5.141266622447048e-03 -8.890190280321450e-02 3.226850444381238e-02
5.288159872372297e-03 -1.138703034248627e-01 2.986317602428120e-02
5.435053115355749e-03 -9.734791902373495e-02 2.849147264923623e-02
5.581946351204576e-03 -7.309453127128868e-02 2.686049545924839e-02
5.728839579725948e-03 -9.696978406112364e-02 2.505549336844334e-02
5.875732800727044e-03 -6.242226689045803e-02 2.393310106168361e-02
6.022626014015034e-03 -6.784203133600700e-02 2.268431632972389e-02
6.169519219397089e-03 -5.437590161330731e-02 2.150441392810201e-02
6.316412416680385e-03 -6.572193808142976e-02 2.056341500987115e-02
6.463305605672094e-03 -5.616204026806089e-02 1.927462782285101e-02
6.610198786179393e-03 -2.863802228063791e-02 1.832171754049219e-02
6.757091958009447e-03 -4.769603384779494e-02 1.738332637185034e-02
6.903985120969439e-03 -5.094406827692121e-03 1.662595597019566e-02
7.050878274866538e-03 -4.803556156930462e-02 1.596142387251700e-02
7.197771419507919e-03 -1.472958407968588e-02 1.496997510176728e-02
7.344664554700750e-03 -2.329819694649833e-02 1.440405383270497e-02
7.491557680252214e-03 -3.010110106336268e-02 1.389307347591431e-02
7.638450795969478e-03 -8.933777811282625e-03 1.316770230090823e-02
7.785343901659718e-03 -2.279627203697432e-02 1.267673515429518e-02
7.932236997130110e-03 -1.548100719955262e-02 1.202148720347723e-02
8.079130082187821e-03 -4.330094574852978e-03 1.165714300874223e-02
