<X> <Y> <dY>
8.813602216919226e-04 -7.944231456586954e+01 2.736663951095481e+00
1.028253589049351e-03 -7.381488758032528e+01 1.490439801789329e+00
1.175146955056984e-03 -3.615883025754552e+01 1.133960076801319e+00
1.322040319521992e-03 -2.751579942960171e+01 6.958996322671789e-01
1.468933682251548e-03 -1.901468654376230e+01 5.051914864129212e-01
1.615827043052824e-03 -1.232586958200564e+01 3.563066826820331e-01
1.762720401732992e-03 -9.106844532828219e+00 3.086744714219012e-01
1.909613758099223e-03 -7.070999635924818e+00 2.647202006047212e-01
2.056507111958691e-03 -5.442001345180375e+00 2.230967073829770e-01
2.203400463118568e-03 -3.030772737725655e+00 1.962300151929733e-01
2.350293811386024e-03 -2.950555488354032e+00 1.645688058770415e-01
2.497187156568232e-03 -2.227569439267427e+00 1.479900998739432e-01
2.644080498472365e-03 -1.717384342613381e+00 1.293211045669769e-01
2.790973836905595e-03 -1.516648916772094e+00 1.138428148589813e-01
2.937867171675094e-03 -1.118008431624179e+00 1.052398165569181e-01
3.084760502588034e-03 -9.048609084081025e-01 9.326418028401447e-02
3.231653829451588e-03 -7.335873716558703e-01 8.532206554751463e-02
3.378547152072927e-03 -6.701329163068567e-01 7.819338849690161e-02
3.525440470259224e-03 -4.819579603475456e-01 7.056226851832721e-02
3.672333783817651e-03 -4.303248323355741e-01 6.580511277200113e-02
3.819227092555382e-03 -3.509219281640464e-01 5.928605739510544e-02
3.966120396279587e-03 -2.977547898285002e-01 5.658382745951609e-02
4.113013694797441e-03 -3.659834743120433e-01 5.112244053340632e-02
4.259906987916115e-03 -2.078170256416879e-01 4.735305274891844e-02
4.406800275442781e-03 -1.999806293078694e-01 4.476752805048117e-02
4.553693557184614e-03 -1.695798724212542e-01 4.135785751990452e-02
4.700586832948783e-03 -2.091192822985977e-01 3.869186529051962e-02
4.847480102542463e-03 -9.504186092683641e-02 3.603168513050276e-02
4.994373365772829e-03 -1.235600706421961e-01 3.407573586277703e-02
5.141266622447048e-03 -7.207071375917656e-02 3.204856683251349e-02
5.288159872372297e-03 -1.006622832948793e-01 2.965887450331816e-02
5.435053115355749e-03 -4.759586306263801e-02 2.831426772569934e-02
5.581946351204576e-03 -6.205946083709880e-02 2.667655281976082e-02
5.728839579725948e-03 -6.738432563064101e-02 2.489372312740117e-02
5.875732800727044e-03 -1.073122834069667e-02 2.379101651987104e-02
6.022626014015034e-03 -4.699038608274356e-02 2.253557390575172e-02
6.169519219397089e-03 -4.715858329759116e-02 2.135682913813189e-02
6.316412416680385e-03 -3.263240171897606e-02 2.043725500884692e-02
6.463305605672094e-03 -3.641429819223906e-02 1.915025586872747e-02
6.610198786179393e-03 -2.300734413265653e-02 1.819581429969952e-02
6.757091958009447e-03 -4.323514765988794e-02 1.726359982870915e-02
6.903985120969439e-03 -2.298605987517077e-02 1.649736817687423e-02
7.050878274866538e-03 -2.654432607927241e-02 1.586295260103926e-02
7.197771419507919e-03 -1.730050353161686e-02 1.486267470403180e-02
7.344664554700750e-03 -9.915739356988184e-03 1.431148810302007e-02
7.491557680252214e-03 -7.841252274123769e-03 1.381065671416524e-02
7.638450795969478e-03 -7.945971805994292e-03 1.307544772665327e-02
7.785343901659718e-03 -3.091103591810809e-03 1.260171992533000e-02
7.932236997130110e-03 -2.871537306312422e-02 1.192695657054802e-02
8.079130082187821e-03 -5.533632769206386e-03 1.157389506851083e-02
8.226023156640037e-03 3.033835841822128e-03 1.112324682987902e-02
8.372916220293923e-03 7.332128587672295e-03 1.052915793529829e-02
8.519809272956652e-03 2.197121000096144e-02 1.021140232147115e-02
8.666702314435403e-03 -1.833630254088307e-02 9.793733989318572e-03
8.813595344537354e-03 2.654249823642459e-04 9.467363837282753e-03
8.960488363069672e-03 -3.512790884950903e-03 9.113030956913837e-03
9.107381369839535e-03 4.808435127813064e-03 8.655182050087674e-03
9.254274364654119e-03 -1.011172116838425e-02 8.445952807795799e-03
9.401167347320593e-03 7.373746420652122e-03 8.100047251170271e-03
9.548060317646137e-03 -5.436882696561370e-04 7.895826874768891e-03
9.694953275437929e-03 3.180192209051825e-03 7.612833573878540e-03
9.841846220503138e-03 -3.302310438798554e-03 7.270111266371808e-03
9.988739152648940e-03 -4.152630041693690e-03 7.121222564474454e-03
1.013563207168251e-02 -1.988518378542200e-03 6.810197454770801e-03
1.028252497741103e-02 1.053422336598260e-02 6.567559117342540e-03
1.042941786964167e-02 3.804794588935752e-03 6.388070099058686e-03
1.057631074818160e-02 2.313889036782000e-04 6.195913453025067e-03
1.072320361283801e-02 2.512209958604753e-03 6.066821545490416e-03
1.087009646341806e-02 1.545036713202839e-02 5.751576390159414e-03
1.101698929972894e-02 5.347433076567979e-03 5.608334260742016e-03
1.116388212157781e-02 1.461573399734224e-02 5.486813568741630e-03
1.131077492877186e-02 6.023728632359604e-03 5.309195137759292e-03
1.145766772111827e-02 1.065886604199678e-02 5.187856651007067e-03
1.160456049842420e-02 9.489957078511564e-03 4.986485354676866e-03
1.175145326049683e-02 1.118530969235915e-02 4.860937210858100e-03
1.189834600714335e-02 1.231508448668273e-02 4.717620467529091e-03
1.204523873817092e-02 2.069580114857977e-03 4.591988280259621e-03
1.219213145338673e-02 8.022368453886283e-03 4.448288446817626e-03
1.233902415259795e-02 5.888432264650601e-03 4.348677334207502e-03
1.248591683561175e-02 5.248426742783534e-03 4.246617228725506e-03
1.263280950223533e-02 1.829919107763375e-03 4.137772574831585e-03
