<X> <Y> <dY>
8.813602216919226e-04 5.355073607400658e+02 2.904179391423338e+00
1.028253589049351e-03 2.965717589257839e+02 1.565772260450060e+00
1.175146955056984e-03 2.207375391907269e+02 1.191216501402425e+00
1.322040319521992e-03 1.395703529040876e+02 7.266285964382575e-01
1.468933682251548e-03 9.678064490510614e+01 5.249922505478278e-01
1.615827043052824e-03 7.047237061915607e+01 3.693151136329069e-01
1.762720401732992e-03 5.339336553029030e+01 3.196516189445702e-01
1.909613758099223e-03 4.137566974845654e+01 2.738835621146757e-01
2.056507111958691e-03 3.116951792232939e+01 2.303424319161321e-01
2.203400463118568e-03 2.461906742238651e+01 2.021100907560767e-01
2.350293811386024e-03 1.859562777068560e+01 1.693191250959636e-01
2.497187156568232e-03 1.452260505655667e+01 1.520375831598322e-01
2.644080498472365e-03 1.184531445569728e+01 1.327498457298057e-01
2.790973836905595e-03 9.760149162738344e+00 1.168199164902092e-01
2.937867171675094e-03 8.024465755638799e+00 1.078696046725911e-01
3.084760502588034e-03 6.317346472560355e+00 9.543639950749506e-02
3.231653829451588e-03 5.598952446451363e+00 8.731859674920626e-02
3.378547152072927e-03 4.794422425245762e+00 8.000367550095949e-02
3.525440470259224e-03 4.202677257332581e+00 7.216399458422949e-02
3.672333783817651e-03 3.672715946695783e+00 6.728964322118404e-02
3.819227092555382e-03 2.992462570718866e+00 6.053841583099075e-02
3.966120396279587e-03 2.646460074149346e+00 5.776510724716431e-02
4.113013694797441e-03 2.262763678563762e+00 5.218443741173539e-02
4.259906987916115e-03 2.083369964280045e+00 4.832069368367442e-02
4.406800275442781e-03 1.773577849209973e+00 4.565454581221492e-02
4.553693557184614e-03 1.616951639426085e+00 4.217873720651630e-02
4.700586832948783e-03 1.361517862450216e+00 3.944192151883128e-02
4.847480102542463e-03 1.260082446791364e+00 3.670383583495790e-02
4.994373365772829e-03 1.106055820285644e+00 3.471087542304089e-02
5.141266622447048e-03 1.025092735908977e+00 3.264049493814562e-02
5.288159872372297e-03 9.155070597673629e-01 3.021380888675545e-02
5.435053115355749e-03 8.480039668251995e-01 2.882783377529063e-02
5.581946351204576e-03 7.598037955073887e-01 2.715910943967951e-02
5.728839579725948e-03 6.905383800597693e-01 2.534748709612794e-02
5.875732800727044e-03 6.121748980952765e-01 2.418790192775365e-02
6.022626014015034e-03 5.374909099688486e-01 2.291738197642712e-02
6.169519219397089e-03 5.118531442209887e-01 2.173006859222907e-02
6.316412416680385e-03 4.347843877664191e-01 2.076608676970849e-02
6.463305605672094e-03 4.456722035298284e-01 1.948908105546764e-02
6.610198786179393e-03 4.021998378713692e-01 1.850510772597812e-02
6.757091958009447e-03 3.413856132187087e-01 1.755124313326760e-02
6.903985120969439e-03 3.247161710124710e-01 1.676776061276451e-02
7.050878274866538e-03 3.233987944601516e-01 1.613971678159844e-02
7.197771419507919e-03 3.154005207248963e-01 1.512723839691820e-02
7.344664554700750e-03 2.982622454710158e-01 1.456468248122157e-02
7.491557680252214e-03 2.388812933200918e-01 1.402653467598653e-02
7.638450795969478e-03 2.377670128950524e-01 1.329143202295765e-02
7.785343901659718e-03 2.278150712696701e-01 1.281024231465144e-02
7.932236997130110e-03 1.966283204521017e-01 1.213149981458892e-02
8.079130082187821e-03 1.853690545013964e-01 1.175681714091847e-02
8.226023156640037e-03 1.950971140717816e-01 1.130880223704254e-02
8.372916220293923e-03 1.796382240519324e-01 1.069850057243408e-02
8.519809272956652e-03 1.731789638777047e-01 1.036732473600858e-02
8.666702314435403e-03 1.383082520835373e-01 9.955262648303305e-03
8.813595344537354e-03 1.375436732212071e-01 9.614844829187856e-03
8.960488363069672e-03 1.387950133481914e-01 9.265880627551862e-03
9.107381369839535e-03 1.281108643554754e-01 8.791076720800347e-03
9.254274364654119e-03 1.206016103735339e-01 8.591594921731309e-03
9.401167347320593e-03 1.093867370118633e-01 8.219728576131843e-03
9.548060317646137e-03 1.222803418915347e-01 8.037232360344943e-03
9.694953275437929e-03 1.007819427823552e-01 7.731119311814486e-03
9.841846220503138e-03 8.469588855860441e-02 7.378589675728302e-03
9.988739152648940e-03 8.587622162938115e-02 7.234512362712440e-03
