<X> <Y> <dY>
8.813602216919226e-04 -2.431863881790812e+01 2.728092444794886e+00
1.028253589049351e-03 -3.927499160668244e+01 1.484634036147131e+00
1.175146955056984e-03 -1.710155686130440e+01 1.128473383458146e+00
1.322040319521992e-03 -1.137424201250750e+01 6.928324391751125e-01
1.468933682251548e-03 -5.810116141295479e+00 5.030258663222529e-01
1.615827043052824e-03 -2.442360839550902e+00 3.547264193743451e-01
1.762720401732992e-03 -1.029209558475106e+00 3.073658511431095e-01
1.909613758099223e-03 -1.276682735030309e+00 2.634868368555900e-01
2.056507111958691e-03 2.311872498852731e-01 2.222251828055884e-01
2.203400463118568e-03 7.737279861134627e-01 1.952939945572821e-01
2.350293811386024e-03 7.661595455533630e-01 1.639045124603591e-01
2.497187156568232e-03 1.101994425333027e+00 1.474451783542975e-01
2.644080498472365e-03 1.548013525678908e+00 1.289461780757526e-01
2.790973836905595e-03 1.478533467747033e+00 1.135663044041404e-01
2.937867171675094e-03 1.417831136360359e+00 1.049776730761730e-01
3.084760502588034e-03 1.378744542234744e+00 9.305907686546017e-02
3.231653829451588e-03 1.366814636732850e+00 8.516288644931025e-02
3.378547152072927e-03 1.180314131452756e+00 7.805181035586950e-02
3.525440470259224e-03 1.262581923757043e+00 7.046834933963232e-02
3.672333783817651e-03 1.189904943095176e+00 6.574192071175508e-02
3.819227092555382e-03 1.182868727456909e+00 5.926175177710532e-02
3.966120396279587e-03 1.113785060966152e+00 5.657423771476912e-02
4.113013694797441e-03 9.835681850304631e-01 5.114144554128730e-02
4.259906987916115e-03 1.026947166731414e+00 4.738189226768226e-02
4.406800275442781e-03 9.287823390652142e-01 4.480403015234379e-02
4.553693557184614e-03 8.990030179678123e-01 4.140968703367882e-02
4.700586832948783e-03 8.057947798659774e-01 3.875939283631430e-02
4.847480102542463e-03 8.887528551085412e-01 3.611998577443788e-02
4.994373365772829e-03 7.700059670716689e-01 3.415958373363581e-02
5.141266622447048e-03 7.851539368951721e-01 3.214893715487470e-02
5.288159872372297e-03 7.027575958047309e-01 2.976161971468240e-02
5.435053115355749e-03 6.633232168455878e-01 2.840077910487440e-02
5.581946351204576e-03 6.111520007193511e-01 2.676692802229932e-02
5.728839579725948e-03 6.001505285070697e-01 2.500302758001262e-02
5.875732800727044e-03 5.179420986394910e-01 2.385371151823155e-02
6.022626014015034e-03 4.621890853005019e-01 2.260689269508763e-02
6.169519219397089e-03 4.792515750220054e-01 2.145470591669349e-02
6.316412416680385e-03 4.128888863547299e-01 2.050790598546898e-02
6.463305605672094e-03 3.742747027365697e-01 1.921783193184266e-02
6.610198786179393e-03 3.802482438483741e-01 1.827270668100483e-02
6.757091958009447e-03 3.417275220391946e-01 1.734326327058557e-02
6.903985120969439e-03 3.160830649968168e-01 1.656354266487082e-02
7.050878274866538e-03 2.767780291372937e-01 1.591893068033928e-02
7.197771419507919e-03 2.824541894631807e-01 1.492655431082810e-02
7.344664554700750e-03 2.608738559273812e-01 1.436711607196737e-02
7.491557680252214e-03 2.057265935560547e-01 1.383798010217258e-02
7.638450795969478e-03 2.271548226373808e-01 1.312627287452449e-02
7.785343901659718e-03 1.904100921379084e-01 1.263179414651702e-02
7.932236997130110e-03 1.732948161583829e-01 1.197101871123447e-02
8.079130082187821e-03 1.852416279298277e-01 1.161718897922574e-02
8.226023156640037e-03 1.598550943155068e-01 1.114778262708720e-02
8.372916220293923e-03 1.415602030678900e-01 1.054247280174821e-02
8.519809272956652e-03 1.411103261568049e-01 1.021882420207572e-02
8.666702314435403e-03 1.075725572223861e-01 9.812699128805622e-03
8.813595344537354e-03 1.165171423714948e-01 9.483467476424996e-03
8.960488363069672e-03 9.577696432858733e-02 9.119782002976144e-03
9.107381369839535e-03 8.575502963889364e-02 8.650891656371265e-03
9.254274364654119e-03 6.584021126680768e-02 8.441725769619107e-03
9.401167347320593e-03 7.291359690739686e-02 8.089927973511640e-03
9.548060317646137e-03 7.605960884504115e-02 7.899434442617790e-03
9.694953275437929e-03 6.893199589153480e-02 7.609844714148881e-03
9.841846220503138e-03 5.520273118002445e-02 7.263726821208792e-03
9.988739152648940e-03 5.478871273367625e-02 7.118642185910432e-03
1.013563207168251e-02 4.566439644924269e-02 6.799517024999300e-03
1.028252497741103e-02 5.008353740018621e-02 6.551566048464208e-03
1.042941786964167e-02 3.813595730957486e-02 6.369207139588584e-03
1.057631074818160e-02 3.503113202734249e-02 6.179894425006779e-03
1.072320361283801e-02 3.233416138015608e-02 6.047571187179772e-03
1.087009646341806e-02 3.303767331548959e-02 5.721614309352789e-03
1.101698929972894e-02 2.486818321482690e-02 5.582365778492424e-03
1.116388212157781e-02 1.805210066614909e-02 5.444167950326520e-03
1.131077492877186e-02 2.012576324524454e-02 5.280292341624094e-03
1.145766772111827e-02 1.653383898816392e-02 5.150761137559619e-03
1.160456049842420e-02 1.574725149123163e-02 4.951620583692130e-03
1.175145326049683e-02 1.227366937544592e-02 4.821087853239743e-03
1.189834600714335e-02 1.560352441123942e-02 4.681637214553782e-03
1.204523873817092e-02 4.963728768565672e-03 4.556834244042653e-03
1.219213145338673e-02 7.615494694492446e-03 4.410163565287488e-03
1.233902415259795e-02 7.240442686793882e-03 4.313650154164341e-03
1.248591683561175e-02 4.145442529058090e-03 4.209325384944364e-03
1.263280950223533e-02 -1.868736427845068e-03 4.098059260216269e-03
1.277970215227585e-02 8.788270029693837e-03 3.923996993230110e-03
1.292659478554047e-02 6.462909934880696e-03 3.862551658014405e-03
1.307348740183641e-02 3.251341057190988e-03 3.780785345080687e-03
1.322038000097082e-02 1.264699996364262e-02 3.675112453765994e-03
1.336727258275089e-02 3.231121830142960e-03 3.571084886647162e-03
1.351416514698378e-02 2.608153370418255e-03 3.496603599151266e-03
1.366105769347668e-02 1.815069178838516e-03 3.404844598232319e-03
1.380795022203677e-02 -1.545479593592373e-03 3.335899086144912e-03
1.395484273247122e-02 1.131548221168900e-02 3.233475711610478e-03
1.410173522458722e-02 4.362241941037668e-03 3.167036317400040e-03
1.424862769819194e-02 1.695192062355553e-03 3.098449218357670e-03
1.439552015309257e-02 -3.777151593245461e-03 3.023611088620476e-03
1.454241258909627e-02 1.445789916103049e-03 2.965663355128383e-03
1.468930500601023e-02 4.148031493229500e-03 2.868598789259187e-03
1.483619740364163e-02 5.680206419139816e-03 2.810462995301567e-03
1.498308978179765e-02 2.907856082605253e-03 2.773365803677971e-03
1.512998214028546e-02 3.341219469351407e-03 2.693055793324552e-03
