<X> <Y> <dY>
8.813602216919226e-04 -1.863707629944387e+01 2.782833300391161e+00
1.028253589049351e-03 -3.361459241586515e+01 1.514547882078803e+00
1.175146955056984e-03 -1.492551441954592e+01 1.150915755342233e+00
1.322040319521992e-03 -1.058919449685817e+01 7.064700122870646e-01
1.468933682251548e-03 -6.087247350167030e+00 5.128008408220543e-01
1.615827043052824e-03 -3.179685415397658e+00 3.615537997596869e-01
1.762720401732992e-03 -1.884208781365338e+00 3.132406838082451e-01
1.909613758099223e-03 -1.980014702050832e+00 2.685160636176752e-01
2.056507111958691e-03 -1.483848794119758e+00 2.262647097960443e-01
2.203400463118568e-03 -2.138325364554937e-01 1.989328552431312e-01
2.350293811386024e-03 -4.161990941255878e-01 1.668829528402667e-01
2.497187156568232e-03 1.096146428415141e-02 1.501036586703644e-01
2.644080498472365e-03 -2.069428288576117e-01 1.310842936193119e-01
2.790973836905595e-03 -1.466303983424348e-01 1.154171521590426e-01
2.937867171675094e-03 1.168747527044719e-01 1.067128124371559e-01
3.084760502588034e-03 1.205353197627005e-01 9.456091643513174e-02
3.231653829451588e-03 1.030647732352903e-01 8.649255816345626e-02
3.378547152072927e-03 1.199305197180053e-01 7.928328071337350e-02
3.525440470259224e-03 1.469844526496620e-01 7.152700242127225e-02
3.672333783817651e-03 6.226828801717938e-02 6.668486909629752e-02
3.819227092555382e-03 7.207230848191344e-02 6.007529453931689e-02
3.966120396279587e-03 1.319780851785082e-01 5.735541903835460e-02
4.113013694797441e-03 -2.014653125184532e-02 5.180466366232102e-02
4.259906987916115e-03 9.213503484187154e-02 4.798318485424239e-02
4.406800275442781e-03 1.671339429786090e-02 4.534313908160922e-02
4.553693557184614e-03 7.113133267592020e-02 4.190760767116315e-02
4.700586832948783e-03 6.428789209129575e-02 3.922855510646623e-02
4.847480102542463e-03 1.621839218903540e-01 3.653654874411828e-02
4.994373365772829e-03 1.350636175011836e-01 3.456386338121579e-02
5.141266622447048e-03 8.027756149961519e-02 3.247085777145737e-02
5.288159872372297e-03 4.540103908581080e-02 3.005265884634900e-02
5.435053115355749e-03 5.821619953861324e-02 2.867712871353253e-02
5.581946351204576e-03 -2.684923651781036e-03 2.699925734789880e-02
5.728839579725948e-03 7.062104587731886e-02 2.523733371456933e-02
5.875732800727044e-03 5.480648396260883e-02 2.408767249339829e-02
6.022626014015034e-03 1.055107503658136e-02 2.281462926202940e-02
6.169519219397089e-03 4.961356760042211e-02 2.164584008807459e-02
6.316412416680385e-03 2.930053885554214e-02 2.069788288934245e-02
6.463305605672094e-03 6.060922737288298e-02 1.941822541934714e-02
6.610198786179393e-03 3.435736964610656e-02 1.843079475686336e-02
6.757091958009447e-03 4.264153389105135e-02 1.750656592834037e-02
6.903985120969439e-03 4.990827356768963e-02 1.672569450930304e-02
7.050878274866538e-03 1.495745621105580e-02 1.606489951798067e-02
7.197771419507919e-03 4.199359388983642e-02 1.506595294693264e-02
7.344664554700750e-03 4.117478497768590e-02 1.450437160126430e-02
7.491557680252214e-03 3.330014404602783e-02 1.399209302033610e-02
7.638450795969478e-03 3.825774719533806e-02 1.325302593334141e-02
7.785343901659718e-03 3.983519769598981e-02 1.277263201986755e-02
7.932236997130110e-03 2.687768406043789e-02 1.210009092311682e-02
8.079130082187821e-03 3.096225249753504e-02 1.172996389718218e-02
8.226023156640037e-03 3.054962517381093e-02 1.126792340271975e-02
8.372916220293923e-03 4.338770916404151e-02 1.067443852530996e-02
8.519809272956652e-03 4.691964284976054e-02 1.034515342585701e-02
8.666702314435403e-03 2.646388368161995e-02 9.939575136634026e-03
8.813595344537354e-03 3.187674454343535e-02 9.599383366904413e-03
8.960488363069672e-03 2.409550689877201e-02 9.238017006670336e-03
9.107381369839535e-03 2.271076834818843e-02 8.766762976241500e-03
9.254274364654119e-03 7.949691555253905e-03 8.555649296784764e-03
9.401167347320593e-03 2.111970320151916e-02 8.202399921043622e-03
9.548060317646137e-03 2.413512952801887e-02 8.006799584696800e-03
9.694953275437929e-03 2.056302004013378e-02 7.713959530860105e-03
9.841846220503138e-03 7.205028232670094e-03 7.360571886451006e-03
9.988739152648940e-03 1.444150139730889e-02 7.218794504152084e-03
1.013563207168251e-02 1.094421842619229e-02 6.898614327897815e-03
1.028252497741103e-02 3.385385253845315e-02 6.664865860958887e-03
1.042941786964167e-02 2.429355864140850e-02 6.480702286173629e-03
1.057631074818160e-02 9.765176131592331e-03 6.274692280789716e-03
1.072320361283801e-02 2.438781383226007e-02 6.158518544741460e-03
1.087009646341806e-02 2.933684248627140e-02 5.831031341149195e-03
1.101698929972894e-02 2.428299676392025e-02 5.692205657624875e-03
1.116388212157781e-02 1.560950412946622e-02 5.548804610469368e-03
1.131077492877186e-02 1.661858402908790e-02 5.380519984114154e-03
1.145766772111827e-02 1.704236998856877e-02 5.253105750259700e-03
1.160456049842420e-02 2.489257687050441e-02 5.060721787918401e-03
1.175145326049683e-02 1.951423560716882e-02 4.925292602482453e-03
1.189834600714335e-02 2.347811495396466e-02 4.784285196913166e-03
1.204523873817092e-02 1.045560007639097e-02 4.653523661322755e-03
1.219213145338673e-02 9.254515511972157e-03 4.499127931440834e-03
1.233902415259795e-02 2.290200939285992e-02 4.419624180987047e-03
1.248591683561175e-02 1.671144336481495e-02 4.309220178700729e-03
1.263280950223533e-02 1.507467124687664e-02 4.201734691373352e-03
1.277970215227585e-02 1.800139183430454e-02 4.014165785079748e-03
1.292659478554047e-02 1.836137425199557e-02 3.955468394013084e-03
1.307348740183641e-02 1.565217843886979e-02 3.873022851474104e-03
1.322038000097082e-02 2.069361766582797e-02 3.759698577395831e-03
1.336727258275089e-02 1.363026716861217e-02 3.656676653720553e-03
1.351416514698378e-02 1.483853917136979e-02 3.583718884734911e-03
1.366105769347668e-02 1.427445490373225e-02 3.490654080691612e-03
1.380795022203677e-02 1.330770175465639e-02 3.424176888096905e-03
1.395484273247122e-02 2.627031786646386e-02 3.320955335350281e-03
1.410173522458722e-02 1.803308710316196e-02 3.251016639343240e-03
1.424862769819194e-02 2.049964863065156e-02 3.189613599492199e-03
1.439552015309257e-02 1.348926619416676e-02 3.110645294012880e-03
1.454241258909627e-02 1.807921102582769e-02 3.051352991879417e-03
1.468930500601023e-02 1.946704820884234e-02 2.950449360282156e-03
1.483619740364163e-02 1.902311559660025e-02 2.888439998530469e-03
1.498308978179765e-02 1.934418007108311e-02 2.856320727356862e-03
1.512998214028546e-02 2.251358563069356e-02 2.779122500635337e-03
1.527687447891225e-02 1.971855776896790e-02 2.723316129520943e-03
1.542376679748520e-02 1.677428162394697e-02 2.667880921296387e-03
1.557065909581149e-02 1.853437546535927e-02 2.615218380753553e-03
1.571755137369829e-02 1.898896391128128e-02 2.560290654617910e-03
1.586444363095279e-02 1.809299439854793e-02 2.498912633080534e-03
1.601133586738216e-02 1.579904692278086e-02 2.463993965552090e-03
1.615822808279360e-02 1.096132628415889e-02 2.403687834020057e-03
1.630512027699426e-02 1.866457139417448e-02 2.366793837181240e-03
1.645201244979136e-02 1.722737382556001e-02 2.303504637972154e-03
