<X> <Y> <dY>
8.813602216919226e-04 -6.253642075679252e+01 2.751880618546378e+00
1.028253589049351e-03 -6.345003363859773e+01 1.498279525524166e+00
1.175146955056984e-03 -3.193079650171547e+01 1.139314323157807e+00
1.322040319521992e-03 -2.471818204764178e+01 6.991173707420942e-01
1.468933682251548e-03 -1.738509185816939e+01 5.074377145716100e-01
1.615827043052824e-03 -1.155147470764848e+01 3.578226660205909e-01
1.762720401732992e-03 -8.651949716262953e+00 3.099644398989702e-01
1.909613758099223e-03 -6.960376379087418e+00 2.657825758673983e-01
2.056507111958691e-03 -5.277564471328716e+00 2.240060390539057e-01
2.203400463118568e-03 -3.164187083593871e+00 1.969801413438815e-01
2.350293811386024e-03 -3.308322533496312e+00 1.651474488458960e-01
2.497187156568232e-03 -2.223408002848175e+00 1.485757874370863e-01
2.644080498472365e-03 -1.871731739011728e+00 1.297976283702556e-01
2.790973836905595e-03 -1.659797384973196e+00 1.142591351294136e-01
2.937867171675094e-03 -1.335605904045907e+00 1.056008029830029e-01
3.084760502588034e-03 -9.858118155063195e-01 9.361199057878654e-02
3.231653829451588e-03 -9.200398414127013e-01 8.560843066295172e-02
3.378547152072927e-03 -7.083115839252399e-01 7.849182263139877e-02
3.525440470259224e-03 -6.399235869788893e-01 7.079478332309891e-02
3.672333783817651e-03 -5.494323169398148e-01 6.602831959330906e-02
3.819227092555382e-03 -4.570564703424740e-01 5.948683282565383e-02
3.966120396279587e-03 -4.145911349592026e-01 5.676794831550502e-02
4.113013694797441e-03 -4.321917200140420e-01 5.130188557167642e-02
4.259906987916115e-03 -2.430151769899710e-01 4.752814835004737e-02
4.406800275442781e-03 -3.041731631331330e-01 4.490527172247164e-02
4.553693557184614e-03 -2.285874361516678e-01 4.149884546786706e-02
4.700586832948783e-03 -1.370827790578160e-01 3.887411566335500e-02
4.847480102542463e-03 -1.550881562006011e-01 3.614976840613179e-02
4.994373365772829e-03 -1.862055157816744e-01 3.418377795675907e-02
5.141266622447048e-03 -9.083121441665608e-02 3.216733933920462e-02
5.288159872372297e-03 -1.171862789194750e-01 2.976891578090471e-02
5.435053115355749e-03 -1.092223136140867e-01 2.839731682257829e-02
5.581946351204576e-03 -1.139459049071923e-01 2.675708211880582e-02
5.728839579725948e-03 -9.872902641060562e-02 2.497683984755401e-02
5.875732800727044e-03 -7.816734776402666e-02 2.385054641067403e-02
6.022626014015034e-03 -6.891688924563938e-02 2.261330238463148e-02
6.169519219397089e-03 -6.850673248955340e-02 2.142982389760430e-02
6.316412416680385e-03 -8.932387617255375e-02 2.048615140379423e-02
6.463305605672094e-03 -5.991690997879181e-02 1.921258337125800e-02
6.610198786179393e-03 -3.365957263893327e-02 1.826173215936886e-02
6.757091958009447e-03 -7.490344940558338e-02 1.731274263725604e-02
6.903985120969439e-03 -3.377883096630380e-02 1.655606110719847e-02
7.050878274866538e-03 -6.783427296985418e-02 1.589896582815385e-02
7.197771419507919e-03 -2.770145892498766e-02 1.491484730587061e-02
7.344664554700750e-03 -3.826546760491443e-02 1.434908902542122e-02
7.491557680252214e-03 -3.922471572955404e-02 1.384351913822539e-02
7.638450795969478e-03 -8.671851376887212e-03 1.312689063102143e-02
