<X> <Y> <dY>
8.813602216919226e-04 -6.695573424672517e+01 2.748053349421240e+00
1.028253589049351e-03 -7.622156224105103e+01 1.494349673527590e+00
1.175146955056984e-03 -3.886894232705510e+01 1.136732055506906e+00
1.322040319521992e-03 -2.985873774463558e+01 6.975481227679350e-01
1.468933682251548e-03 -2.341182817815510e+01 5.059835783453034e-01
1.615827043052824e-03 -1.613403777597859e+01 3.568082076126207e-01
1.762720401732992e-03 -1.197901374958198e+01 3.091237496701875e-01
1.909613758099223e-03 -9.241148812895606e+00 2.651273815975899e-01
2.056507111958691e-03 -6.968805478167897e+00 2.234828649485212e-01
2.203400463118568e-03 -3.765228244332731e+00 1.966732625241925e-01
2.350293811386024e-03 -4.404851968080633e+00 1.647695104610276e-01
2.497187156568232e-03 -3.343032154016363e+00 1.481896511005771e-01
2.644080498472365e-03 -2.799009019472912e+00 1.294629425107576e-01
2.790973836905595e-03 -2.242146343486626e+00 1.140117410959803e-01
2.937867171675094e-03 -1.892426727856016e+00 1.053570144562826e-01
3.084760502588034e-03 -1.462080281586868e+00 9.339615461716232e-02
3.231653829451588e-03 -1.298498496628598e+00 8.542115556679079e-02
3.378547152072927e-03 -1.024149645651317e+00 7.832444694903402e-02
3.525440470259224e-03 -8.353575126161686e-01 7.066806385629547e-02
3.672333783817651e-03 -7.895325341991575e-01 6.588884909053423e-02
3.819227092555382e-03 -7.537973365974585e-01 5.933380476068560e-02
3.966120396279587e-03 -5.519487239096373e-01 5.666565743386716e-02
4.113013694797441e-03 -5.273934774958942e-01 5.121921935633907e-02
4.259906987916115e-03 -4.600979972568089e-01 4.740386120964999e-02
4.406800275442781e-03 -4.879983247631679e-01 4.479170527683122e-02
4.553693557184614e-03 -4.043919630305011e-01 4.139009595121706e-02
4.700586832948783e-03 -3.292348591638846e-01 3.875900552286650e-02
4.847480102542463e-03 -2.761296863552223e-01 3.606440442482724e-02
4.994373365772829e-03 -3.056562893254414e-01 3.409898990162321e-02
5.141266622447048e-03 -1.935780786933998e-01 3.208978990946283e-02
5.288159872372297e-03 -2.173374821713329e-01 2.969423237841830e-02
5.435053115355749e-03 -1.858801372344661e-01 2.833317139162320e-02
5.581946351204576e-03 -1.520527539128772e-01 2.671250496582937e-02
5.728839579725948e-03 -1.725220723805568e-01 2.491581525950369e-02
5.875732800727044e-03 -1.438109764640552e-01 2.379328219255424e-02
6.022626014015034e-03 -1.397713789360464e-01 2.255343710087307e-02
6.169519219397089e-03 -1.020281210942510e-01 2.139055062238019e-02
6.316412416680385e-03 -1.238487673306159e-01 2.044661824065133e-02
6.463305605672094e-03 -1.204741150327974e-01 1.915874481088345e-02
6.610198786179393e-03 -7.496980191518529e-02 1.821938268549315e-02
6.757091958009447e-03 -7.172936403796504e-02 1.729784444376907e-02
6.903985120969439e-03 -7.566792407966559e-02 1.651353488887432e-02
7.050878274866538e-03 -9.192891914489640e-02 1.586783569397998e-02
7.197771419507919e-03 -5.286257169228874e-02 1.488377783342134e-02
7.344664554700750e-03 -6.962798101486774e-02 1.431384314708915e-02
7.491557680252214e-03 -5.715401114677258e-02 1.381747401799164e-02
7.638450795969478e-03 -3.450431989680554e-02 1.309566901585275e-02
7.785343901659718e-03 -4.447451366326267e-02 1.260912475643026e-02
7.932236997130110e-03 -5.792836749038028e-02 1.194085267882860e-02
8.079130082187821e-03 -3.135929123720651e-02 1.158869701833643e-02
8.226023156640037e-03 -1.759388114608348e-02 1.114039236872350e-02
8.372916220293923e-03 -2.849885138112385e-02 1.053235532255666e-02
8.519809272956652e-03 -1.707407543036521e-02 1.021011741355462e-02
8.666702314435403e-03 -4.313719546119362e-02 9.802234909089503e-03
8.813595344537354e-03 -1.981440065494634e-02 9.478506275635169e-03
8.960488363069672e-03 -1.722891473028477e-02 9.128337968099092e-03
9.107381369839535e-03 -1.529493458182765e-02 8.663411161233406e-03
9.254274364654119e-03 -3.091386968817618e-02 8.452198523202555e-03
9.401167347320593e-03 -2.478822978976871e-02 8.094639319120252e-03
9.548060317646137e-03 -1.213864343592188e-02 7.908446583570204e-03
9.694953275437929e-03 -1.901520318990207e-02 7.614180137732532e-03
9.841846220503138e-03 -2.571078798565432e-02 7.270035210968490e-03
9.988739152648940e-03 -2.021902755931125e-02 7.126287510290158e-03
1.013563207168251e-02 -1.453662436724256e-02 6.817824448566605e-03
1.028252497741103e-02 -5.602755440087077e-03 6.570554981027738e-03
1.042941786964167e-02 -9.002334117572836e-03 6.393670028735556e-03
1.057631074818160e-02 -1.523576798475473e-02 6.197768727329298e-03
1.072320361283801e-02 -1.969023506556800e-02 6.060341387026579e-03
1.087009646341806e-02 -1.352804468881912e-02 5.736767831785838e-03
1.101698929972894e-02 -7.013469423913896e-03 5.611141921495008e-03
1.116388212157781e-02 -1.003429202763932e-02 5.474824589273807e-03
1.131077492877186e-02 -1.151364026067482e-02 5.304598078632924e-03
1.145766772111827e-02 -9.667991063601486e-03 5.179088486003538e-03
1.160456049842420e-02 -5.023096899798624e-03 4.983920059534700e-03
1.175145326049683e-02 -6.398314929349613e-03 4.853853767876799e-03
