ql	Int0191	errInt0191
0	NAN	NAN
0.0002017023135626362	NAN	NAN
0.000403404626873616	NAN	NAN
0.0006051069396833977	NAN	NAN
0.0008068092517382104	NAN	NAN
0.001008511562789569	NAN	NAN
0.001210213872582647	NAN	NAN
0.0014119161808679	NAN	NAN
0.001613618487397904	827.4780372190039	1.63226866034581
0.001815320791918886	787.6468991923215	0.6996707402890526
0.002017023094177075	755.4723863095592	0.6798373754595386
0.002218725393929274	724.6675951123489	0.6775908300919194
0.002420427690911138	692.6011547401885	0.4895731045999198
0.002622129984890043	662.0510318783834	0.5718974412590271
0.002823832275591071	629.7671528772006	0.58223171961807
0.003025534562781599	597.6388103927503	0.4150086533238639
0.00322723684619728	564.8341858367647	0.444721008213013
0.003428939125605493	531.502775360279	0.5307219295712772
0.003630641400731317	499.105307053364	0.5811937627236949
0.00383234367134213	466.3874832021099	0.4513190888279787
0.004034045937184158	435.2167481764651	0.4092434809321888
0.004235748198003635	403.7662852213385	0.4540581887237184
0.004437450453546786	372.795308021042	0.3217004354187438
0.004639152703559841	342.917369536683	0.3706792940945091
0.004840854947789029	313.7588593679786	0.2807107661370325
0.005042557186001725	286.1047656343567	0.2713534081003645
0.005244259417933586	259.9580317390109	0.228500937228278
0.00544596164333084	234.30522597568	0.1878819264045366
0.005647663861950289	210.0230505165877	0.1834270906385659
0.005849366073538162	187.5562731814662	0.2065666836935161
0.00605106827784069	166.7519579205759	0.1641053068315569
0.006252770474604099	147.4027629036677	0.1791878125080813
0.006454472663585194	129.2889313111123	0.1320355517572397
0.006656174844519628	113.060852338577	0.1218878100889092
0.00685787701717478	98.05124897460503	0.1034730571063141
0.007059579181286302	84.28993959140202	0.07226385205080361
0.007261281336610998	71.80958459043131	0.07859505089936436
0.007462983482884524	60.83336144463352	0.06987091072844158
0.007664685619874255	51.29838877898444	0.05682413173924459
0.007866387747315847	42.82161715994692	0.03831311637648976
0.008068089864955528	35.36479286454728	0.03897986985448752
0.008269791972550103	29.05876864942436	0.03532697592526499
0.008471494069856372	23.60842244646959	0.03962122597305155
0.008673196156599417	19.1736450766083	0.01659503084709971
0.008874898232546615	15.52303952169931	0.01134280233181707
0.009076600297444191	12.47389736741882	0.01817517972203279
0.009278302351048954	10.09310437719227	0.01202741734781015
0.009480004393085982	8.217041287816919	0.007732598577762974
0.009681706423322653	6.841820719587926	0.005680611900136683
0.00988340844149462	5.870470878683792	0.01326759819417677
0.01008511044736926	5.223853868352636	0.006677728391125582
0.01028681244068223	4.857654509899931	0.007767541781381393
0.01048851442117976	4.675101871087928	0.008244903514261647
0.01069021638861864	4.681554509314402	0.003586702080170645
0.01089191834275569	4.803448585501538	0.008422727151417007
0.01109362028335828	4.995250126754848	0.007352031133678757
0.01129532221010919	5.2328018678018	0.009115884776015732
0.01149702412279695	5.498636143100562	0.007238696809557387
0.01169872602110434	5.776441391577316	0.009246005393018496
0.01190042790492564	6.005557766696841	0.007615793176184661
0.01210212977394362	6.176519437918187	0.01368353145804022
0.01230383162784106	6.348438046829527	0.01231516762599497
0.0125055334664065	6.437798893053322	0.00855141090645342
0.01270723528942846	6.469931655767256	0.007808835074612581
0.01290893709658972	6.44571316106639	0.01044419153354536
0.01311063888767881	6.360628428007626	0.008764856986000359
0.01331234066248425	6.233867190596765	0.01467363935784935
0.01351404242068882	6.04179829580494	0.01341618058349573
0.01371574416208106	5.822731965504906	0.009851699889377938
0.01391744588644949	5.557351841945505	0.008636001380606946
0.01411914759337114	5.251526055292164	0.009054474361921156
0.0143208492827403	4.926619773611519	0.007311695680148983
0.01452255095434547	4.583879919824616	0.009256401966859101
0.01472425260776371	4.231659901918104	0.007421807675399759
0.01492595424288929	3.884494350852398	0.00413180567998824
0.01512765585951071	3.526315079824061	0.003773755278607321
0.01532935745720504	3.178009013721101	0.008055297533400847
0.0155310590357608	2.853915651070718	0.005691334825828145
0.01573276059507224	2.534642837594379	0.006252949564990107
0.01593446213482216	2.234676278143854	0.003556282908991895
0.0161361636545876	1.976658221477422	0.002940230454195856
0.01633786515436856	1.732059239481468	0.005484131515923561
0.01653956663374209	1.518630861387724	0.001981499498891893
0.01674126809260245	1.324990459378991	0.00217431982236599
0.0169429695305267	1.159812870120666	0.002796600588461802
0.01714467094740909	1.025073962437883	0.00424503150896522
0.01734637234293241	0.91628413523094	0.004409082071447707
0.01754807371688517	0.8296771499947094	0.002290812475173184
0.01774977506895018	0.756120201898006	0.002938045630482496
0.01795147639891595	0.7091329360954834	0.001693803256720641
0.01815317770646527	0.6807189185530352	0.001837235759098535
0.0183548789914924	0.664295112892944	0.00324351251267923
0.01855658025357439	0.6599956160437613	0.001630355437775784
0.01875828149260551	0.6634449349191252	0.00384847229610434
0.01895998270826852	0.6775033553297007	0.0009142162115467529
0.01916168390035197	0.6934317793249487	0.0008077036865901772
0.01936338506853864	0.7142277005078405	0.003158840766077863
0.01956508621261705	0.7416111995316821	0.003375107834806314
0.01976678733237572	0.7702695933783512	0.002255274820331961
0.01996848842749745	0.7907181143445694	0.002943237246578296
0.02017018949777075	0.8076157154899629	0.004453273533158308
0.02037189054287841	0.8275225793915651	0.003827229505820777
0.02057359156260895	0.8350679316445057	0.005055916561431582
0.02077529255675091	0.8445946818935334	0.002747926129793488
0.02097699352498707	0.8432518994090176	0.001946197662579448
0.02117869446721168	0.8388573784618885	0.003161301341244297
0.02138039538289605	0.8254340679865488	0.001757844984650806
0.0215820962720402	0.8165025066118146	0.00164812870569596
