#####################################################################################################
# NeXus source file: Cycling 7 MIC AM PR32 Assembly-Disassembly
# NXdata: name = img{0}_azimuthalIntegration_Px_261                
#
#
# Exposure_msec                                     500.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           15
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               288.1755905205494
# _sas_detc.center_eq                               956.9347235815438
# _sas_detc.dist_spec/detc                          6144.32372053
# _sas_detc.energy                                  12.00046066252769
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.03316188591951
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\JT Raw and Compiled Data\SAXS Data\SWING Apr 2026 Photo-DISA\20251558\published-data\mask_trazo_6m_april26.txt
# Normalization                                     true
# Normalization Factor                              0.72
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           1.0423903833009596e-06
# GlobalNormalization                               0.4314219396082082
# AbsTimeStamps                                     nan
# TimeStamps                                        0.9799909591674805
# gapTime                                           1000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)PR32M_3mM8A2_00811{00000}_AzInt_Px_261   Sig(q)PR32M_3mM8A2_00811{00000}_AzInt_Px_261 
0.0                                nan                                          nan                                          
0.0001484665654979606              nan                                          nan                                          
0.000296933130796833               nan                                          nan                                          
0.00044539969569752896             nan                                          nan                                          
0.0005938662600009603              nan                                          nan                                          
0.0007423328235080391              nan                                          nan                                          
0.0008907993860196767              nan                                          nan                                          
0.0010392659473367853              195054.99363949482                           475.4583017337295                            
0.0011877325072602765              172729.51934538453                           200.09313154400147                           
0.001336199065591062               150820.68131396847                           115.95585363349325                           
0.0014846656221300543              132895.63672373368                           95.18418781414921                            
0.0016331321766781643              118872.91349287445                           72.10284956280661                            
0.0017815987290363052              108153.47478867392                           65.74385351167855                            
0.0019300652790053877              98885.18245806216                            59.3824142908125                             
0.002078531826386324               91414.09796325516                            53.51057944009557                            
0.0022269983709800266              84743.6993373243                             51.52129606064767                            
0.0023754649125874066              79037.9470824551                             45.37031124532261                            
0.002523931451009377               73948.21033994503                            44.644046406858244                           
0.002672397986046849               69420.5276208757                             40.11371683408336                            
0.0028208645175007347              65247.4878520553                             37.772690619349305                           
0.0029693310451719464              61683.78574400617                            36.55464623557661                            
0.0031177975688613966              58349.77783945921                            33.855370575249935                           
0.0032662640883699967              55299.354053842915                           32.41373627614267                            
0.0034147306034986585              52475.35273421601                            30.70660605410635                            
0.0035631971140482953              50023.76413162856                            29.198983190963506                           
0.0037116636198198188              47708.08940147779                            28.004992693718705                           
0.0038601301206141426              45558.17817253811                            26.186160876627792                           
0.004008596616232176               43366.863038009615                           25.801179404026144                           
0.004157063106474833               41566.079914163995                           24.539097234116923                           
0.004305529591143026               39804.22898355195                            23.4346794199726                             
0.004453996070037668               38158.448683539755                           22.877104924821804                           
0.004602462542959671               36531.439827188544                           21.452284913975912                           
0.004750929009709947               35117.96141943946                            20.919787169375578                           
0.004899395470089409               33727.35370034134                            20.074251758196546                           
0.00504786192389897                32400.35168378896                            19.524991789358204                           
0.005196328370939542               31155.28648756687                            18.90772661030418                            
0.005344794811012039               29980.074091749884                           18.02015832253572                            
0.005493261243917372               28851.795651261935                           17.59578717498235                            
0.005641727669456453               27806.472159490684                           16.92508483448568                            
0.005790194087430198               26819.779481257043                           16.548698913239093                           
0.005938660497639517               25871.000510676688                           15.840061334155779                           
0.006087126899885325               24986.874699481974                           15.59971642661847                            
0.0062355932939685355              24159.484723246955                           15.026824774304773                           
0.0063840596796900595              23392.61294501045                            14.497020731102458                           
0.006532526056850811               22633.964263008063                           14.123804614161005                           
0.006680992425251704               21987.899976133547                           13.868140054836834                           
0.00682945878469365                21453.58984724541                            13.647203051768123                           
0.006977925134977566               20970.174178502                              13.082512674320744                           
0.007126391475904361               20686.92887151745                            13.03985584136632                            
0.007274857807274953               20973.39072841597                            12.815566865529783                           
0.007423324128890251               22845.958994669265                           13.26388721928752                            
0.007571790440551173               31672.77132851226                            15.643423282615696                           
0.007720256742058629               48849.879860024164                           19.05038970994601                            
0.007868723033213537               44054.021597087936                           18.091097530908197                           
0.008017189313816805               25802.136941972283                           13.607427507589327                           
0.00816565558366935                18309.007639932635                           11.272198897037775                           
0.00831412184257209                15747.636221796789                           10.438420276929099                           
0.008462588090325933               14515.953810467992                           9.832924035760536                            
0.008611054326731796               13695.702629451818                           9.662783295975427                            
0.008759520551590594               12966.037506349216                           9.16245143454871                             
0.008907986764703241               12379.027035884908                           8.927741166199684                            
0.00905645296587065                11836.280649014987                           8.646178629082911                            
0.009204919154893739               11326.70310053425                            8.334038284697035                            
0.009353385331573419               10847.187609231883                           8.232301695632938                            
0.009501851495710607               10410.475848930744                           7.886224013123049                            
0.009650317647106216               9998.813744776957                            7.689195664949565                            
0.009798783785561163               9579.263723381115                            7.469202965691977                            
0.00994724991087636                9207.766790476237                            7.232639717731486                            
0.010095716022852728               8832.629172336665                            7.118755882560732                            
0.010244182121291176               8480.629250346909                            6.8170058354997485                           
0.010392648205992623               8139.923941973451                            6.759039513387232                            
0.010541114276757984               7813.537873219496                            6.482389027380597                            
0.010689580333388175               7517.027291301745                            6.285700175955846                            
0.010838046375684111               7199.189643479                               6.193656268880609                            
0.010986512403446705               6921.322117064612                            5.944516733865281                            
0.01113497841647688                6645.064224684687                            5.870104170181086                            
0.011283444414575544               6382.606484961638                            5.658848336923002                            
0.011431910397543616               6133.951444937224                            5.488443592142817                            
0.011580376365182016               5877.307668979016                            5.436117281678718                            
0.011728842317291656               5636.897694489315                            5.1957409949515                              
0.011877308253673455               5428.495742265019                            5.093531664595063                            
0.012025774174128331               5201.7211884345925                           4.94037847507892                             
0.012174240078457193               5005.540415479999                            4.821980004187627                            
0.012322705966460968               4820.104046113816                            4.755705532904465                            
0.012471171837940569               4642.932229882819                            4.558075857713169                            
0.01261963769269691                4486.268109525055                            4.502297811525826                            
0.012768103530530912               4346.174514398457                            4.359793984627146                            
