#####################################################################################################
# NeXus source file: References Rack 2 MIC AM Averaged
# NXdata: name = img{0}_azimuthalIntegration_Px_104                
#
#
# Exposure_msec                                     1000.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           15
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               288.1755905205494
# _sas_detc.center_eq                               956.9347235815438
# _sas_detc.dist_spec/detc                          6144.32372053
# _sas_detc.energy                                  12.00046066252769
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.03316188591951
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\JT Raw and Compiled Data\SAXS Data\SWING Apr 2026 Photo-DISA\20251558\published-data\mask_trazo_6m_april26.txt
# Normalization                                     true
# Normalization Factor                              0.72
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           9.29234216308774e-07
# GlobalNormalization                               0.7691782932239482
# AbsTimeStamps                                     nan
# TimeStamps                                        1.4355149269104004
# gapTime                                           2000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)PR32M_00015{00000}_AzInt_Px_104          Sig(q)PR32M_00015{00000}_AzInt_Px_104        
0.0                                nan                                          nan                                          
0.0001484665654979606              nan                                          nan                                          
0.000296933130796833               nan                                          nan                                          
0.00044539969569752896             nan                                          nan                                          
0.0005938662600009603              nan                                          nan                                          
0.0007423328235080391              nan                                          nan                                          
0.0008907993860196767              nan                                          nan                                          
0.0010392659473367853              275301.59280544793                           423.0345748056406                            
0.0011877325072602765              254447.13263736205                           181.88014141165095                           
0.001336199065591062               233121.97018280515                           107.96709949167229                           
0.0014846656221300543              214075.37604484445                           90.47537854734392                            
0.0016331321766781643              197590.12526335884                           69.61954765036903                            
0.0017815987290363052              183455.0007655997                            64.12646481691415                            
0.0019300652790053877              170050.82635465896                           58.32022865254641                            
0.002078531826386324               158295.61160774075                           52.73574746191156                            
0.0022269983709800266              147010.1584261588                            50.821133452947485                           
0.0023754649125874066              137254.47002695187                           44.77697856542589                            
0.002523931451009377               128467.90409269524                           44.06914656014701                            
0.002672397986046849               120323.32116267813                           39.551363359201346                           
0.0028208645175007347              112936.14081384033                           37.21774870840998                            
0.0029693310451719464              106299.60272548336                           35.93854577209947                            
0.0031177975688613966              100329.6356147142                            33.24759147756061                            
0.0032662640883699967              94719.19605403644                            31.7706185594699                             
0.0034147306034986585              89521.17649263686                            30.0368667735399                             
0.0035631971140482953              85101.38315675705                            28.5223600056471                             
0.0037116636198198188              80851.15010209517                            27.303615300123813                           
0.0038601301206141426              76910.38931490718                            25.48113482932668                            
0.004008596616232176               73151.70752906127                            25.096340150224194                           
0.004157063106474833               69919.87510243974                            23.83564853495714                            
0.004305529591143026               66832.88152711141                            22.741918862069237                           
0.004453996070037668               63973.61567207271                            22.184199444467893                           
0.004602462542959671               61232.44937178657                            20.800251267259828                           
0.004750929009709947               58714.337662012214                           20.258267427305945                           
0.004899395470089409               56335.27683228104                            19.430145511072798                           
0.00504786192389897                54080.76246920792                            18.891872439410246                           
0.005196328370939542               51890.01402354226                            18.274812816228064                           
0.005344794811012039               49892.443647064654                           17.409938734034647                           
0.005493261243917372               47899.58738187411                            16.97953398358367                            
0.005641727669456453               46044.42808625426                            16.31113014563531                            
0.005790194087430198               44251.745928299126                           15.919853319288316                           
0.005938660497639517               42560.97186350327                            15.215758914427623                           
0.006087126899885325               40924.70669235006                            14.951718977226355                           
0.0062355932939685355              39419.64244946443                            14.375313762427423                           
0.0063840596796900595              37860.202331719316                           13.812378202206764                           
0.006532526056850811               36384.300574204935                           13.411149603114465                           
0.006680992425251704               35007.57607325                               13.105239644473496                           
0.00682945878469365                33672.17574859064                            12.804624879281514                           
0.006977925134977566               32457.24061005176                            12.189434176304031                           
0.007126391475904361               31246.151602808775                           12.002194242657952                           
0.007274857807274953               30032.65784537765                            11.485184730999038                           
0.007423324128890251               28930.644580090084                           11.178480734194432                           
0.007571790440551173               27836.172671511016                           10.983256564125817                           
0.007720256742058629               26811.181333230506                           10.569822471751667                           
0.007868723033213537               25818.892832035122                           10.37238302870035                            
0.008017189313816805               24845.552576893086                           10.000233142625918                           
0.00816565558366935                23942.696588327883                           9.65384618712118                             
0.00831412184257209                23042.343680233753                           9.45644760006555                             
0.008462588090325933               22176.543931883178                           9.102159290058156                            
0.008611054326731796               21350.5451241894                             9.035499551347575                            
0.008759520551590594               20542.275067639213                           8.637139275629474                            
0.008907986764703241               19781.53063107436                            8.452124490005344                            
0.00905645296587065                19051.485110402737                           8.215208651807421                            
0.009204919154893739               18332.403820151085                           7.9405583979333105                           
0.009353385331573419               17620.98805108983                            7.858061694854195                            
0.009501851495710607               16962.85202636608                            7.539123528960255                            
0.009650317647106216               16320.900798117415                           7.357263988287074                            
0.009798783785561163               15676.693805107412                           7.156044584106485                            
0.00994724991087636                15060.31969339481                            6.927465562961246                            
0.010095716022852728               14499.189643128298                           6.830752824893409                            
0.010244182121291176               13918.784173705699                           6.540604382983458                            
0.010392648205992623               13370.976530313093                           6.487748094778259                            
0.010541114276757984               12846.538905103598                           6.225036495596654                            
0.010689580333388175               12310.449458959138                           6.024280103624974                            
0.010838046375684111               11818.72324915443                            5.943307185899187                            
0.010986512403446705               11345.11054214454                            5.699857428074964                            
0.01113497841647688                10881.110655861996                           5.625620530653878                            
0.011283444414575544               10434.529126912501                           5.418799118799793                            
0.011431910397543616               9994.377359419927                            5.246800042655775                            
0.011580376365182016               9580.275939828518                            5.197879624537454                            
0.011728842317291656               9163.350201140483                            4.961262009291293                            
0.011877308253673455               8775.118109129025                            4.85001797940151                             
0.012025774174128331               8403.956807187407                            4.702904883371837                            
0.012174240078457193               8036.292521635913                            4.575782689653327                            
0.012322705966460968               7684.361013050584                            4.497055350867029                            
0.012471171837940569               7344.8170726922035                           4.29351981937255                             
0.01261963769269691                7012.302997130114                            4.215601466126048                            
0.012768103530530912               6698.1699043971885                           4.0534803394856525                           
0.01291656935124349                6384.222994553574                            3.979938306336598                            
