#####################################################################################################
# NeXus source file: References Rack 2 MIC AM Averaged
# NXdata: name = img{3}_azimuthalIntegration_Px_107                
#
#
# Exposure_msec                                     1000.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           15
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               288.1755905205494
# _sas_detc.center_eq                               956.9347235815438
# _sas_detc.dist_spec/detc                          6144.32372053
# _sas_detc.energy                                  12.00046066252769
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.03316188591951
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\JT Raw and Compiled Data\SAXS Data\SWING Apr 2026 Photo-DISA\20251558\published-data\mask_trazo_6m_april26.txt
# Normalization                                     true
# Normalization Factor                              0.72
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           9.299518457032973e-07
# GlobalNormalization                               0.7697723145623351
# AbsTimeStamps                                     nan
# TimeStamps                                        10.90147590637207
# gapTime                                           2000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)PR32M_00015{00003}_AzInt_Px_107          Sig(q)PR32M_00015{00003}_AzInt_Px_107        
0.0                                nan                                          nan                                          
0.0001484665654979606              nan                                          nan                                          
0.000296933130796833               nan                                          nan                                          
0.00044539969569752896             nan                                          nan                                          
0.0005938662600009603              nan                                          nan                                          
0.0007423328235080391              nan                                          nan                                          
0.0008907993860196767              nan                                          nan                                          
0.0010392659473367853              325691.77435899223                           459.9464414518493                            
0.0011877325072602765              303822.32376587886                           198.66836119012356                           
0.001336199065591062               280751.66866196337                           118.43862890669794                           
0.0014846656221300543              259570.43625711356                           99.58800461231617                            
0.0016331321766781643              240578.9808191807                            76.79090491246342                            
0.0017815987290363052              224657.70411786943                           70.9358121987951                             
0.0019300652790053877              209626.7326011528                            64.72700966082688                            
0.002078531826386324               196066.64495293802                           58.66848765536329                            
0.0022269983709800266              183277.32693507007                           56.72276741223545                            
0.0023754649125874066              171578.5285007409                            50.04438680082569                            
0.002523931451009377               160742.70981337124                           49.27598672328986                            
0.002672397986046849               150733.29010788945                           44.25104270549563                            
0.0028208645175007347              141149.9549444796                            41.591670679241076                           
0.0029693310451719464              132767.68348238236                           40.14886145683088                            
0.0031177975688613966              125228.2960408877                            37.130361192423685                           
0.0032662640883699967              118216.69770664482                           35.47957808912916                            
0.0034147306034986585              111765.31717300911                           33.54884949727003                            
0.0035631971140482953              106119.35379787705                           31.838075797495517                           
0.0037116636198198188              100832.4049255841                            30.47961550251276                            
0.0038601301206141426              95868.49686755044                            28.43783867575656                            
0.004008596616232176               91097.62520683215                            27.9952307840609                             
0.004157063106474833               87129.54238403238                            26.597556109697855                           
0.004305529591143026               83275.21235036888                            25.37594668263867                            
0.004453996070037668               79660.62849819327                            24.745574617057517                           
0.004602462542959671               76310.60312877153                            23.211466199746717                           
0.004750929009709947               73133.03122581355                            22.600568844954193                           
0.004899395470089409               70115.76031069364                            21.66835921494462                            
0.00504786192389897                67283.78596769288                            21.064016097347704                           
0.005196328370939542               64610.10402222549                            20.3841980185391                             
0.005344794811012039               62078.26551687412                            19.412524118476057                           
0.005493261243917372               59664.39658146764                            18.943048573895283                           
0.005641727669456453               57386.20883953266                            18.202525362258086                           
0.005790194087430198               55160.6559996651                             17.76727949387969                            
0.005938660497639517               53056.80674151053                            16.9820756240698                             
0.006087126899885325               51030.70697050544                            16.68962185033308                            
0.0062355932939685355              49101.11188036572                            16.03758686659546                            
0.0063840596796900595              47256.14352886568                            15.42547338458304                            
0.006532526056850811               45425.979369052766                           14.979368597163958                           
0.006680992425251704               43682.106163058845                           14.633496144680437                           
0.00682945878469365                42124.03415609188                            14.316228270612328                           
0.006977925134977566               40543.75421016776                            13.618274858586727                           
0.007126391475904361               39043.38826172102                            13.411226559359235                           
0.007274857807274953               37577.983249794                              12.842222827383202                           
0.007423324128890251               36156.17045047267                            12.491865697948453                           
0.007571790440551173               34826.43524821408                            12.280420715862665                           
0.007720256742058629               33530.16307542125                            11.8157125514733                             
0.007868723033213537               32314.26916971486                            11.599500120340197                           
0.008017189313816805               31114.89860236908                            11.18670939520619                            
0.00816565558366935                29952.13699869921                            10.793445846739495                           
0.00831412184257209                28818.619746898665                           10.571427846367921                           
0.008462588090325933               27742.45688172255                            10.176591105033276                           
0.008611054326731796               26694.818710459545                           10.099352686642424                           
0.008759520551590594               25739.792353103127                           9.66452554455101                             
0.008907986764703241               24760.467596907856                           9.452522630828508                            
0.00905645296587065                23840.318178904174                           9.186341162307022                            
0.009204919154893739               22928.142784732572                           8.876834878042288                            
0.009353385331573419               22049.266191151735                           8.78677978644707                             
0.009501851495710607               21203.495606309993                           8.42572966613012                             
0.009650317647106216               20409.23946605517                            8.224131648213865                            
0.009798783785561163               19614.696409256456                           8.001454891429026                            
0.00994724991087636                18854.049599984948                           7.748042046513618                            
0.010095716022852728               18134.072821316957                           7.636190410672647                            
0.010244182121291176               17438.650027983127                           7.318229551038056                            
0.010392648205992623               16721.117704376044                           7.252327934565035                            
0.010541114276757984               16058.426075798388                           6.957171164192742                            
0.010689580333388175               15417.34634835788                            6.739154024916781                            
0.010838046375684111               14806.377339719289                           6.649663502125758                            
0.010986512403446705               14200.232165971844                           6.374405914906189                            
0.01113497841647688                13632.35139213359                            6.294359919091857                            
0.011283444414575544               13056.832051043664                           6.0592364279847875                           
0.011431910397543616               12516.782006173622                           5.869422225833891                            
0.011580376365182016               11990.62375576814                            5.812868021415534                            
0.011728842317291656               11483.002289812874                           5.551688787433168                            
0.011877308253673455               11005.258508677704                           5.429368933928859                            
0.012025774174128331               10520.426327903082                           5.259849589414284                            
0.012174240078457193               10054.562540433273                           5.1162467140979935                           
0.012322705966460968               9616.168342466955                            5.0287233959338575                           
0.012471171837940569               9193.821023267492                            4.801792276558566                            
0.01261963769269691                8776.315742754015                            4.714305211405508                            
0.012768103530530912               8376.22735004223                             4.531130658617758                            
0.01291656935124349                8000.062703493696                            4.453499189879193                            
