#####################################################################################################
# NeXus source file: Cycling 9 MIC AM PR8 50 mM 8A2 P1
# NXdata: name = img{0}_azimuthalIntegration_Px_351                
#
#
# Exposure_msec                                     500.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           15
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               288.1755905205494
# _sas_detc.center_eq                               956.9347235815438
# _sas_detc.dist_spec/detc                          6144.32372053
# _sas_detc.energy                                  12.000468596696937
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.0331612028394122
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\JT Raw and Compiled Data\SAXS Data\SWING Apr 2026 Photo-DISA\20251558\published-data\mask_trazo_6m_april26.txt
# Normalization                                     true
# Normalization Factor                              0.72
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           1.0730126025392692e-06
# GlobalNormalization                               0.44409578755475526
# AbsTimeStamps                                     nan
# TimeStamps                                        0.9457418918609619
# gapTime                                           1000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)PR8_50mM8A2_01286{00000}_AzInt_Px_351    Sig(q)PR8_50mM8A2_01286{00000}_AzInt_Px_351  
0.0                                nan                                          nan                                          
0.0001484666636574306              nan                                          nan                                          
0.0002969333271157728              nan                                          nan                                          
0.0004453999901759384              nan                                          nan                                          
0.000593866652638839               nan                                          nan                                          
0.0007423333143053864              nan                                          nan                                          
0.000890799974976492               nan                                          nan                                          
0.001039266634453068               369839.146862938                             645.2873094386066                            
0.0011877332925360254              287084.92822335404                           254.2534660316433                            
0.0013361999490262763              209690.13747221392                           134.76093547844917                           
0.0014846666037247325              150653.38890343896                           99.88762490829897                            
0.0016331332564323052              105648.77263268978                           66.99709774345489                            
0.0017815999069499073              76310.31754685113                            54.430125377615994                           
0.0019300665550784496              53398.91756819902                            43.01017944156374                            
0.002078533200618844               36911.26659320269                            33.51392746396254                            
0.0022269998433720028              24323.03847993324                            27.205378368680975                           
0.0023754664831388372              15488.867701095853                           19.79595940898417                            
0.0025239331197202592              9689.222669417895                            15.927843209173808                           
0.0026723997529171815              6132.597662861472                            11.751247481607225                           
0.002820866382530514               4162.880237929794                            9.40385164323223                             
0.002969333008361171               3202.370810327521                            8.20929138846309                             
0.003117799630210064               2814.9190967626764                           7.329151748824006                            
0.0032662662478781033              2739.6626846686404                           7.1109954214014515                           
0.003414732861166202               2719.035471161976                            6.8892882680489205                           
0.0035631994698752723              2742.172805749852                            6.738135506700242                            
0.003711666073806226               2752.2510425011856                           6.629736392378884                            
0.003860132672759977               2676.8547968822895                           6.256246486793867                            
0.004008599266537434               2574.471623968025                            6.1960854103818255                           
0.004157065854939512               2405.634164311715                            5.8185748501256                              
0.004305532437767121               2167.7557566444852                           5.390292961222854                            
0.0044539990148211766              1894.9762563264655                           5.024818529525788                            
0.004602465585902588               1595.561476479039                            4.418854677896816                            
0.004750932150812268               1337.8531594784845                           4.024478616042189                            
0.004899398709351132               1102.6934309993278                           3.577572250508281                            
0.005047865261320088               939.0790271126763                            3.276271282695028                            
0.005196331806520052               824.0136589073202                            3.0307731529380755                           
0.005344798344751936               752.227659134494                             2.8133883656495517                           
0.00549326487581665                725.4137081982376                            2.749969913784791                            
0.005641731399515109               718.1142711343873                            2.68081887863314                             
0.005790197915648227               732.8964214649861                            2.6963132158165664                           
0.005938664424016914               756.8207323145584                            2.6702968507550957                           
0.006087130924422084               786.7191855620238                            2.7282451486181394                           
0.0062355974166646505              815.6310491877184                            2.7213415346852714                           
0.006384063900545526               835.6772995514561                            2.700669760470596                            
0.006532530375865622               851.554479403137                             2.700165559874047                            
0.0066809968424258554              847.5919221054193                            2.683691148701626                            
0.006829463300027135               832.6238500142848                            2.649908490338363                            
0.006977929748470379               784.7818053008848                            2.4944648854056712                           
0.007126396187556496               730.4601715938546                            2.4151039972597967                           
0.007274862617086402               675.6226763833497                            2.2670880750209665                           
0.007423329036861009               611.367182023627                             2.138602015456831                            
