#####################################################################################################
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# data-average
# AbsTimeStamps                                     nan
# TimeStamps                                        1.2901458740234375
# gapTime                                           500.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
# Input parameters:
# img{0}_AzInt_Px_479
# img{1}_AzInt_Px_480
# img{2}_AzInt_Px_481
# img{3}_AzInt_Px_482
# img{4}_AzInt_Px_483
#
#####################################################################################################
q(A-1)                             I(q)Ave_607_RN68_00486AzInt_Px     Sig(q)Ave_607_RN68_00486AzInt_Px   
0.0                                nan                                nan                                
0.00014689338978582289             nan                                nan                                
0.0002937867793788173              nan                                nan                                
0.0004406801685861551              nan                                nan                                
0.0005875735572150078              nan                                nan                                
0.000734466945072547               nan                                nan                                
0.0008813603319659446              155844.50724007853                 129.45544917673686                 
0.0010282537177023717              121035.25796449123                 69.86281728995664                  
0.0011751471020890007              92754.03275709893                  49.93567158710337                  
0.0013220404849330024              70731.2796807425                   31.4975708976872                   
0.0014689338660415494              57885.3727011149                   21.341637323940773                 
0.001615827245221813               46762.400159125704                 16.714242984136263                 
0.0017627206222809652              38297.36680958766                  14.595053532113194                 
0.0019096139970261761              32564.056731158773                 12.913210432898254                 
0.00205650736926462                27929.769169243977                 11.42731769802244                  
0.0022034007388034675              24334.060172132933                 9.725312228118607                  
0.0023502941054498903              21388.90895787013                  8.95736917976961                   
0.00249718746901106                19028.77717713952                  8.124550235184898                  
0.0026440808292941477              17198.571236710166                 7.602316015582902                  
0.0027909741861063277              15738.51739364815                  6.920928628805784                  
0.002937867539254769               14536.218662977179                 6.442018400980194                  
0.0030847608885466466              13413.203118670732                 6.107630928391527                  
0.0032316542337891296              12603.403307454413                 5.614157400088368                  
0.003378547574789392               11855.461474407037                 5.4662537387467065                 
0.003525440911354604               11194.284211462205                 5.134207894608136                  
0.0036723342432919393              10632.802224242352                 4.9149068617685                    
0.003819227570408569               10062.77260901462                  4.636667030002245                  
0.003966120892511665               9629.77631554302                   4.491417030602046                  
0.0041130142094083985              9211.978797612199                  4.256869035095154                  
0.004259907520905947               8839.570382848182                  4.107786620567513                  
0.004406800826811476               8443.141212842771                  3.967935471667699                  
0.0045536941269321615              8136.74345087758                   3.8401744212318407                 
0.004700587421075174               7839.156229425663                  3.638762449396112                  
0.004847480709047686               7553.847935780834                  3.5813196000598375                 
0.004994373990656874               7302.3431238675885                 3.432036114338345                  
0.005141267265709907               7024.026861170363                  3.32469597763657                   
0.005288160534013955               6792.672259692381                  3.207497340098294                  
0.0054350537953761924              6574.906959181691                  3.1264448534085423                 
0.005581947049603794               6368.600443167974                  3.055951652638938                  
0.005728840296503931               6139.165674327926                  2.90306395467817                   
0.005875733535883777               5946.91000923438                   2.8633440616142725                 
0.006022626767550501               5759.989595837001                  2.7372901031689487                 
0.006169519991311281               5575.05397869071                   2.6929887266525365                 
0.006316413206973287               5402.055426649347                  2.6245518921188613                 
0.0064633064143436916              5221.44947285672                   2.5404527538085575                 
0.006610199613229671               5055.462789105356                  2.476142237381425                  
0.006757092803438396               4898.424408677373                  2.392817576542228                  
0.0069039859847770365              4736.467080987461                  2.344449234922719                  
0.007050879157052775               4572.943873435373                  2.2554585542944605                 
0.007197772320072774               4428.091507818931                  2.200559895390798                  
0.007344665473644211               4283.028133228929                  2.1790384507992853                 
0.007491558617574263               4152.381527964989                  2.092299866191632                  
0.007638451751670097               4009.1835821859213                 2.0327863419477454                 
0.0077853448757388925              3863.192023294122                  1.97348646911232                   
0.007932237989587821               3733.3512701611007                 1.9250580154589845                 
0.008079131093024057               3603.135907153527                  1.8825196659356382                 
0.008226024185854768               3484.1678228025276                 1.8262938958738153                 
0.008372917267887137               3360.273196312833                  1.7855993130153784                 
0.008519810338928333               3233.9847130384696                 1.728989960620949                  
0.008666703398785528               3116.8116544743257                 1.6877344683977242                 
0.008813596447265907               3007.5156947257165                 1.6326360870726067                 
0.00896048948417663                2892.9225867302425                 1.599035645116296                  
0.009107382509324882               2779.2575351109504                 1.5442110864051193                 
0.009254275522517827               2673.872633655592                  1.5046801225087858                 
0.00940116852356265                2572.1671285547627                 1.470010101589898                  
0.00954806151226652                2473.3788121903717                 1.4267192616214506                 
0.009694954488436613               2376.881169357112                  1.384554561487479                  
0.009841847451880105               2274.0501241142347                 1.3492234233282436                 
0.009988740402404167               2184.876844782544                  1.3095702960910884                 
0.010135633339815977               2094.106732302751                  1.2836418249772192                 
0.010282526263922707               2003.9520791897144                 1.2290178127769031                 
0.010429419174531539               1918.1383673501307                 1.2052347283298934                 
0.010576312071449642               1835.2446162510473                 1.1534625267177927                 
0.010723204954484193               1752.4867119794694                 1.1322560011871805                 
0.010870097823442365               1677.29469613641                   1.1027098172820657                 
0.01101699067813134                1601.5377781335148                 1.065612957201544                  
0.01116388351835829                1528.7062650513228                 1.0388206649174454                 
0.011310776343930387               1459.654254598142                  0.9967183010209719                 
0.01145766915465481                1393.653782534569                  0.9791014998320609                 
0.01160456195033874                1327.4353655089085                 0.9465192717544845                 
0.011751454730789345               1263.36805040221                   0.9138851768685828                 
0.011898347495813807               1204.5999790008445                 0.8942109711520908                 
0.012045240245219295               1143.9505585351112                 0.8557072536339907                 
0.012192132978812997               1089.9805210877776                 0.8361075675981576                 
0.012339025696402078               1036.3484480045822                 0.8088708439848441                 
0.012485918397793718               986.6390749268409                  0.7793820333537422                 
0.012632811082795107               937.0018986178059                  0.7691244881882121                 
0.012779703751213404               890.4176674150549                  0.7320680323884073                 
0.012926596402855789               847.3128607378688                  0.7181595593996614                 
0.013073489037529449               805.405739758058                   0.6917423035642738                 
0.013220381655041554               763.9747474695741                  0.6669936922090931                 
0.01336727425519928                725.5213394218125                  0.653539352941249                  
0.013514166837809807               689.2685908628569                  0.6251369113233445                 
0.013661059402680318               655.0133659430309                  0.6142826539808268                 
